Year,Month,Company,Total
2019,Jan,Bridhaven Nursing Home Unlimited Company,3
2019,Jan,Brooklodge Nursing Home Limited,1
2019,Jan,Brown Bag Films Unlimited Company,4
2019,Jan,Brown Morel Ltd,1
2019,Jan,Browserstack Limited,1
2019,Jan,Brymore House Nursing Home Ltd,1
2019,Jan,Burgers Better Limited,1
2019,Jan,Bushy Park Nursing Home Ltd,2
2019,Jan,Business Objects Software Ltd,1
2019,Jan,Busyfeet & Co Co Limited,1
2019,Jan,C.A.F.E. Ltd,1
2019,Jan,Calypso Technology International Limited,1
2019,Jan,Camile Thai Kitchen Limited,1
2019,Jan,Capgemini Ireland Ltd,8
2019,Jan,Carechoice Ballynoe,1
2019,Jan,Carechoice Clonakilty,1
2019,Jan,Carechoice Dungarvan,1
2019,Jan,Carechoice Finglas Limited,3
2019,Jan,Carechoice Macroom,2
2019,Jan,Carechoice Montenotte,3
2019,Jan,Cargurus Ireland Limited,1
2019,Jan,Carnalway Freight Limited,1
2019,Jan,Castle Capital Research Limited,3
2019,Jan,Castlebridge Manor Private Clinic Ltd,5
2019,Jan,Cavan General Hospital,2
2019,Jan,Cavan Monaghan Mental Health Service,3
2019,Jan,Chanelle Pharmaceuticals Manufacturing Ltd,3
2019,Jan,Chapple Catering Limited,1
2019,Jan,Cisco Systems Internetworking (Ireland) Limited,1
2019,Jan,Citco Fund Services Ireland Limited,1
2019,Jan,Citibank Europe Plc,9
2019,Jan,Citibank N.A.,2
2019,Jan,Claims Funding International Plc,1
2019,Jan,Clancy Radiators Limited,1
2019,Jan,Cloverland Healthcare Ltd (In Receivership),1
2019,Jan,Codec-Dss Limited,5
2019,Jan,Cognizant Technology Solutions Ireland Limited,34
2019,Jan,Collsoft Limited,1
2019,Jan,Commissioning Agents Ireland Ltd.,1
2019,Jan,Communicare Agency Ltd,5
2019,Jan,Compu B Ltd,1
2019,Jan,Connaught Electronics Limited,7
2019,Jan,Connolly Hospital,2
2019,Jan,Cooksgrove Limited,3
2019,Jan,Cooksgrove Ltd.,2
2019,Jan,Cooley Nursing Home Ltd T/A Carlingford Nursing Home,1
2019,Jan,Cork Institute Of Technology (C.I.T.),1
2019,Jan,Cork University Hospital,6
2019,Jan,Cork Visionplus Limited,2
2019,Jan,Costello'S Nursing Home Ltd,1
2019,Jan,Coupa Operations Inc.,1
2019,Jan,Coursetrends Europe Ltd.,1
2019,Jan,Covanta Europe Operations Ltd.,1
2019,Jan,Cowper Care Centre Dac,5
2019,Jan,Credit Suisse Ag Dublin Branch,1
2019,Jan,Croivalve Limited,1
2019,Jan,Cubic Telecom Ltd,1
2019,Jan,Currencyfair,1
2019,Jan,Cybersmarties Limited,1
2019,Jan,Cygnum Timber Frame Ltd,1
2019,Jan,Dawn Meats Ireland,13
2019,Jan,Decawave Limited,1
2019,Jan,Dee Dunne,1
2019,Jan,Deena Energy Services Limited,1
2019,Jan,Delfin English School Ltd,1
2019,Jan,Deloitte Ireland Llp T/A Deloitte Ireland,10
2019,Jan,Deloitte Technology Solutions Limited,1
2019,Jan,Demi Journee Limited,1
2019,Jan,Dental Care Ireland Management Limited,1
2019,Jan,Department Of Education And Skills,1
2019,Jan,Depuy Ireland Unlimited Company,1
2019,Jan,Diageo Ireland Holdings Unlimited Company,1
2019,Jan,Digit Game Studios Ltd,1
2019,Jan,Digitex Software Limited,1
2019,Jan,Dipak Dhakal,1
2019,Jan,Ditchley Group Ltd,4
2019,Jan,Dr. Paul Francis Dunne,1
2019,Jan,Drescator Ltd,1
2019,Jan,Drimbawn Mushrooms Ireland Unlimited Company,3
2019,Jan,Droimnín Nursing Home Limited,2
2019,Jan,Dublin Institute Of Technology,2
2019,Jan,Dublin Simon Community,1
2019,Jan,Duff And Phelps (Ireland) Limited,1
2019,Jan,Eaglealpha Limited,1
2019,Jan,Ebay Europe Services Limited,1
2019,Jan,Eblana Photonics Limited,1
2019,Jan,Edi Factory Ltd,1
2019,Jan,Edwards Lifesciences Ireland Limited,1
2019,Jan,Eircom Ltd,1
2019,Jan,Eko Integrated Services,1
2019,Jan,Eli Lilly Cork Limited,4
2019,Jan,Eli Lilly Kinsale Limited,1
2019,Jan,Emc Information Systems International,1
2019,Jan,Emerson Process Management Limited,8
2019,Jan,Engine Lease Finance Corporation,1
2019,Jan,Equifax Technology (Ireland) Limited,2
2019,Jan,Ergoservices Ltd,2
2019,Jan,Ernst & Young,37
2019,Jan,Esker Lodge Limited,1
2019,Jan,Exyte Northern Europe Limited,1
2019,Jan,Facebook Ireland Limited,31
2019,Jan,Fbd Corporate Services Ltd,2
2019,Jan,Fineos Corporation Uc,4
2019,Jan,Fireeye Ireland Limited,1
2019,Jan,First Derivatives (Ireland) Limited,1
2019,Jan,Fisc Ireland Ltd.,8
2019,Jan,Fisher Street Ltd,1
2019,Jan,Flanagan Nursing Home Ltd T/A St. Phelim'S Nursing Home,1
2019,Jan,Focus Point Ireland,1
2019,Jan,Foodcloud Clg,1
2019,Jan,Forcepoint International Technology Ltd,2
2019,Jan,Forest Laboratories Ireland Limited,1
2019,Jan,Fotonation Limited,1
2019,Jan,Fpg Amentum Limited,1
2019,Jan,Freshly Chopped Smithfield Limited,1
2019,Jan,Fun Games For Free Limited,8
2019,Jan,Fun Tech Limited,1
2019,Jan,Fusco Foods Ltd,1
2019,Jan,Fáisc Miotail Eireann Teoranta,4
2019,Jan,G & T Gallen Ltd,1
2019,Jan,Galfay Company,1
2019,Jan,Galway Roscommon Mental Health Service,7
2019,Jan,Galway University Hospital,19
2019,Jan,Gary Gavigan,1
2019,Jan,Genesis Automation Ltd,1
2019,Jan,Genesys Telecommunications Laboratories Limited,1
2019,Jan,Geneva Ireland Financial Trading Limited,3
2019,Jan,Genzyme Ireland Ltd,1
2019,Jan,Gerson Lehrman Group (Ireland) Limited,1
2019,Jan,Getready-Eat Limited,1
2019,Jan,Ghbc U.C.,1
2019,Jan,Glanbia Management Services Ltd,2
2019,Jan,Glengara Park Nursing Home Limited,2
2019,Jan,Global Shares Ireland Ltd,2
2019,Jan,Globe Technical Services Limited,7
2019,Jan,Globoforce Limited,1
2019,Jan,Google Ireland Limited,30
2019,Jan,Gotr Projects Limited,1
2019,Jan,Grant Thornton,4
2019,Jan,Green Pasture Meat Processors Limited,2
2019,Jan,Greenmast Limited,1
2019,Jan,Greysal Restaurants Ltd,1
2019,Jan,Groupon International Limited,1
2019,Jan,Gtlk Europe Dac,1
2019,Jan,Guidewire Software (Ireland) Limited,4
2019,Jan,Gwce Ltd.,1
2019,Jan,H.J. Heinz Company (Ireland) Ltd,1
2019,Jan,Hamilton Park Care Centre Limited,1
2019,Jan,Hartstown Community School,1
2019,Jan,Hcl Technologies Limited,18
2019,Jan,Helen Qin Fang,1
2019,Jan,Heneghan Peng Architects Ltd,1
2019,Jan,Hermitage Clinic Limited,3
2019,Jan,Hmh Ip Company,1
2019,Jan,Honeywell Control Systems Limited,4
2019,Jan,Hortonworks International Limited,1
2019,Jan,Hrb Gtc Ireland Unlimited Company,1
2019,Jan,Hse,1
2019,Jan,Hse National Drug Treatment Centre,1
2019,Jan,Hse Service Executive (Cho 5),5
2019,Jan,"Huawei Technologies (Ireland) Co., Ltd",14
2019,Jan,Hubspot Ireland Ltd,3
2019,Jan,I.T. Alliance Group Ltd.,1
2019,Jan,Ibm (Ireland) Limited,4
2019,Jan,Ibm Global Services Limited,1
2019,Jan,Ibm Ireland Product Distribution Limited,10
2019,Jan,Ic Mask Design Limited,1
2019,Jan,Imax Theatres International Limited,1
2019,Jan,Impartx Ltd,1
2019,Jan,Indeed Ireland Operations Limited,1
2019,Jan,Infinity Lifts Ltd,4
2019,Jan,Inflight Audio,1
2019,Jan,Infosys Bpm Limited,23
2019,Jan,Integrity Communications Limited,3
2019,Jan,Intel Ireland Limited,3
2019,Jan,Intel Research & Development Ireland Ltd,4
2019,Jan,Intercom R&D Unlimited,1
2019,Jan,Intuition Publishing Limited,1
2019,Jan,Ion Trading Ireland Limited,1
2019,Jan,Iq Pharmatek Ltd,1
2019,Jan,Ireland United States Commission For Educational Exchange,1
2019,Jan,Irish Country Meats (Sheepmeat) Unlimited,1
2019,Jan,Irish Country Meats (Sheepmeat) Unlimited Company,1
2019,Jan,Irish Distillers Limited,1
2019,Jan,Irish Mapping Gis Solutions Ltd,2
2019,Jan,Irish Sprinkler,1
2019,Jan,Irving Oil Whitegate Refinery Limited,1
2019,Jan,J & E Davy Holdings,1
2019,Jan,J Manning Son Ltd,1
2019,Jan,Jacobs Engineering Ireland Ltd,4
2019,Jan,Jaguar Land Rover Ireland (Services) Limited,2
2019,Jan,Jaipur Limited,2
2019,Jan,James Manning And John Healy,1
2019,Jan,Jcp Powdermill Care Centre Limited,2
2019,Jan,John Paul Construction Limited,1
2019,Jan,Joseph Walsh Furniture Company Limited,1
2019,Jan,Jpa Brenson Lawlor Limited,1
2019,Jan,Jsa Limited,1
2019,Jan,Kdb Ireland Dac,1
2019,Jan,Kelfast Limited,3
2019,Jan,Kepak Athleague Unlimited Company,3
2019,Jan,Kepak Clonee,3
2019,Jan,Kepak Cork Unlimited Company,3
2019,Jan,Kepak Kilbeggan Unlimited Company,1
2019,Jan,Kerala Kitchen Ltd,1
2019,Jan,Kerry Group Services International Limited,5
2019,Jan,Kilcullen Asian World Food Ltd,1
2019,Jan,Killure Bridge Nursing Home Ltd,1
2019,Jan,Kilronan Castle Hotel Limited,1
2019,Jan,Kingston Lafferty Design Ltd,1
2019,Jan,Kinsealy Property Unlimited,5
2019,Jan,Kodaplay Limited,1
2019,Jan,Kopitiam Limited,1
2019,Jan,Kpmg,10
2019,Jan,Ladbroke Services (Ireland) Limited,1
2019,Jan,Lanathai Kitchen Limited,2
2019,Jan,Laois/Offaly Mental Health Services,3
2019,Jan,Lcb Project Management Limited,1
2019,Jan,Leng Mooi Tan,1
2019,Jan,Letterkenny University Hospital,8
2019,Jan,Liberty Insurance Dac,1
2019,Jan,Lifestyle Sports (Ireland) Limited,1
2019,Jan,Liffey Meats Cavan,1
2019,Jan,Lighthouse Studios Limited,1
2019,Jan,Limerick Blow Moulding,1
2019,Jan,Linkedin Ireland Unlimited Company,5
2019,Jan,Lionbridge Global Sourcing Solutions Limited,1
2019,Jan,Lm Ericsson Limited,11
2019,Jan,Localeyes Ltd,1
2019,Jan,Looker Data Sciences Ireland Limited,1
2019,Jan,Louth Meath Mental Health Services,2
2019,Jan,Lucini & Lucini Communications Limited.,1
2019,Jan,Lufthansa Technik Shannon Ltd,4
2019,Jan,Lynch Medical Supplies (Lms) Ltd,1
2019,Jan,Macom Technology Solutions (Cork) Ltd,1
2019,Jan,Mairead Harte,1
2019,Jan,Malik Usman Haider,1
2019,Jan,Mallinckrodt Pharmaceuticals Ireland Limited,1
2019,Jan,Mam'S Fine Foods Limited,1
2019,Jan,Marconi Group Management International Limited,1
2019,Jan,Masala Home Limited,1
2019,Jan,Mastercard Ireland Limited,1
2019,Jan,Mater Misericordiae University Hospital,9
2019,Jan,Mater Private Hospital,2
2019,Jan,Mayo Mental Health Services,2
2019,Jan,Mayo University Hospital,6
2019,Jan,Mazars,4
2019,Jan,Mccann Fitzgerald,2
2019,Jan,Mccarren Meats Unlimited Company,9
2019,Jan,Mcdermott Laboratories Limited,2
2019,Jan,Mcdonald International Ltd.,1
2019,Jan,Medical Account Services Limited,1
2019,Jan,Medtronic Vascular Galway Ltd,1
2019,Jan,Melbourne Health Care Limited,1
2019,Jan,Mercer Ireland Ltd,1
2019,Jan,Mercy University Hospital,5
2019,Jan,Metlife Innovation Centre Limited,1
2019,Jan,Michael Collins Associates Ltd,1
2019,Jan,Microsoft Ireland Operations Limited,15
2019,Jan,Microsoft Ireland Research,2
2019,Jan,Midland Regional Hospital,2
2019,Jan,Midland Regional Hospital At Tullamore,3
2019,Jan,Mifinity Payments Limited,1
2019,Jan,Mill Race Nursing Home Ltd,1
2019,Jan,Millbrae Lodge Nursing Home Ltd,1
2019,Jan,Mobacar Limited,1
2019,Jan,Mongodb Limited,2
2019,Jan,Monsoon Software Consulting (Ireland) Ltd,1
2019,Jan,Mountain Lodge Nursing Home Limited,1
2019,Jan,Mowlam Healthcare Services Unlimited Company,5
2019,Jan,Mr. Christopher O'Rourke,1
2019,Jan,Msd International Gmbh,1
2019,Jan,Mullingar Regional Hospital,4
2019,Jan,Munich Re Automation Solutions Limited,1
2019,Jan,Mushrooms & Poultry Services Limited,4
2019,Jan,Mvci Services Dac,1
2019,Jan,N3 Results Ireland Limited,1
2019,Jan,National Maternity Hospital,1
2019,Jan,National Pen Promotional Products Ltd,1
2019,Jan,Nearform Limited,1
2019,Jan,Neueda Technologies Ireland Limited,4
2019,Jan,Newbrook Nursing Home Unlimited Company,3
2019,Jan,Nginx International Ltd,1
2019,Jan,Nirocon Limited,1
2019,Jan,Nitro Software Emea Limited,1
2019,Jan,Noa News Limited,1
2019,Jan,Nolan Construction Consultants Ltd,1
2019,Jan,North County Cricket Club Ltd,1
2019,Jan,Northern Trust Management Services (Ireland) Ltd,3
2019,Jan,Nova Leah Limited,1
2019,Jan,Novartis Ireland Limited,1
2019,Jan,Nscda (Operations) Ltd T/A National Aquatic Centre,1
2019,Jan,Ntt Data Services Ireland Limited,1
2019,Jan,Nui Galway,1
2019,Jan,Nutricia Infant Nutrition Ltd,1
2019,Jan,Nypro Ltd.,1
2019,Jan,O'Donnell Accountants & Business Advisors Limited,1
2019,Jan,Oath (Emea) Limited,2
2019,Jan,Odyssey Validation Consultants,1
2019,Jan,Ogalas Ltd,1
2019,Jan,Olympus Ventures Co Ltd,1
2019,Jan,Omnipay Limited,2
2019,Jan,On Semiconductor Ireland Research & Design Ltd,1
2019,Jan,Ong Automation Ltd.,1
2019,Jan,Open Text Ireland Limited,2
2019,Jan,Openet Telecom Sales Ltd,1
2019,Jan,Openjaw Technologies Ltd,1
2019,Jan,Openmind Networks Ltd,1
2019,Jan,Optum Operations (Ireland) Limited,2
2019,Jan,Optum Services (Ireland) Limited,9
2019,Jan,Oracle Emea Limited,4
2019,Jan,Orwell House Limited,2
2019,Jan,Our Lady Of Lourdes Hospital,17
2019,Jan,Our Lady'S Children'S Hospital,3
2019,Jan,Our Lady'S Hospital Navan,2
2019,Jan,Ove Arup Partners Ireland Ltd,1
2019,Jan,Overstock Ireland Limited,1
2019,Jan,P.J.Bonner Company Ltd,1
2019,Jan,Paciv Europe Ltd,4
2019,Jan,Parade Technologies Ireland Limited,1
2019,Jan,Parke House Nursing Home Limited,1
2019,Jan,Patrick J. Tobin & Co Ltd,1
2019,Jan,Pattaya Chinese Restaurant Ltd,1
2019,Jan,Pdas Ltd,1
2019,Jan,Petro Systems Management Ltd,1
2019,Jan,Pexlify Limited,4
2019,Jan,Pilz Ireland Industrial Automation (Distribution),2
2019,Jan,Pinterest Europe Limited,1
2019,Jan,Pomo Search Limited,1
2019,Jan,Portiuncula University Hospital,5
2019,Jan,Pramerica Systems Ireland Limited,17
2019,Jan,Premium Power Limited,1
2019,Jan,Presentation Convent Shalom,1
2019,Jan,Pressreader International Limited,1
2019,Jan,Pricewaterhousecoopers,20
2019,Jan,Prime Steak Restaurant 2012 Limited,1
2019,Jan,Privapath Diagnostics,1
2019,Jan,Prl In-Market Solutions,1
2019,Jan,Prochem Engineering Ltd,1
2019,Jan,Procorre Consulting Limited,1
2019,Jan,Propylon Limited,1
2019,Jan,Prudent Healthcare New Ross Ltd,1
2019,Jan,Qil Technologies Limited,2
2019,Jan,Qm Specials Ltd.,1
2019,Jan,Qt Technologies Ireland Limited,1
2019,Jan,Qt Technologies Ireland Ltd,9
2019,Jan,Quest Software International Limited,1
2019,Jan,Randaddy'S Limited,1
2019,Jan,Ras Medical Limited,1
2019,Jan,Rascals Brewing Company Limited,1
2019,Jan,Ratoga Systems Ltd,1
2019,Jan,Rci Banque Societe Anonyme,1
2019,Jan,Realta Soft Limited,2
2019,Jan,Resourcekraft Ltd,1
2019,Jan,Riot Games Limited,2
2019,Jan,Riverside Mechanical Limited,1
2019,Jan,Robotic & Drives Services Limited,1
2019,Jan,Roscommon University Hospital,3
2019,Jan,Rosderra Irish Meats Group,1
2019,Jan,Rosebud Iot Limited,1
2019,Jan,Rossclare Nursing Home Limited,1
2019,Jan,Rothco Uc,1
2019,Jan,Rotunda Hospital,5
2019,Jan,Royal Victoria Eye Ear Hospital,2
2019,Jan,Rps Group Limited,2
2019,Jan,Ryanair Labs Ltd,3
2019,Jan,S A Hayes Mechanical Engineering Ltd,1
2019,Jan,S P Global Ratings Europe Ltd,2
2019,Jan,Sabatino Ltd,1
2019,Jan,Sacred Heart Nursing Home Ltd,1
2019,Jan,Safa Food Ltd,1
2019,Jan,Saint John Of God Community Mental Health Services,1
2019,Jan,Saint John Of God Hospital,1
2019,Jan,Salesoptimize Ltd,1
2019,Jan,San Remo Private Nursing & Convalescent Home Ltd.,1
2019,Jan,Sandvik Mining & Construction Logistics Limited,1
2019,Jan,Sanjay'S Kitchen Indian Restaurant Limited,1
2019,Jan,Sanmina Ireland Unlimited Company,1
2019,Jan,Santry Food Services Limited,1
2019,Jan,Sap Service And Support Centre (Ireland) Limited,5
2019,Jan,Sba Architectural Services Ltd.,1
2019,Jan,Schneider Electric Ireland,1
2019,Jan,Scor Management Services Ireland Limited,1
2019,Jan,Scurri Web Services Ltd.,2
2019,Jan,Sea-Tec Developments Ltd,1
2019,Jan,Seda (Skills And Enterprise Development Academy) Ltd,1
2019,Jan,Segment Technologies Ireland Limited,1
2019,Jan,Sfdc Ireland Ltd,2
2019,Jan,Shannagh Bay Healthcare Ltd,1
2019,Jan,Shannon Precision Engineering Ltd,1
2019,Jan,Siam Food Limited,1
2019,Jan,Sidero Ltd,4
2019,Jan,Silork Limited,1
2019,Jan,Simply Original Limited,1
2019,Jan,Skp Associates Ltd,1
2019,Jan,Skylark Moon Limited,1
2019,Jan,Slaney Foods International Uc,6
2019,Jan,Sligo Football & Sports Dev Soc Ltd,1
2019,Jan,Sligo University Hospital,5
2019,Jan,Small World Consulting Ltd,1
2019,Jan,Smartbox Group Ltd,2
2019,Jan,Smartflow Compliance Solutions Ltd,1
2019,Jan,Softest Automation Solutions Limited,1
2019,Jan,Sojern Intl Limited,1
2019,Jan,Solarwinds Software Europe Limited,1
2019,Jan,Sonas Asset Holdings,1
2019,Jan,Source & Supply Logistics Ltd,2
2019,Jan,South Infirmary Victoria University Hospital,2
2019,Jan,South Tipperary General Hospital,3
2019,Jan,South Tipperary Mental Health Services,1
2019,Jan,Sparantus Ltd,8
2019,Jan,"Spencer Stuart International Ireland, Limited",1
2019,Jan,Spice Avenue Limited,1
2019,Jan,Sprout Social Limited,1
2019,Jan,Srcw Ltd,2
2019,Jan,St Vincents Healthcare Group,1
2019,Jan,St. James Hospital,10
2019,Jan,St. Lukes Hospital,4
2019,Jan,St. Vincent'S Healthcare Group,4
2019,Jan,Stablefield Ltd,1
2019,Jan,Stanford Woods Care Centre Limited,1
2019,Jan,Stanwood Medical Services Ltd,2
2019,Jan,Staunton Foods Ltd.,8
2019,Jan,Stripe Payments Europe Limited,2
2019,Jan,Stripe Technology Company Limited,2
2019,Jan,Stryker Ireland Limited,4
2019,Jan,Sugru Psychological Wellness Services Clg,1
2019,Jan,Supply Board Electricity,2
2019,Jan,Surveymonkey Europe Unlimited Company,1
2019,Jan,Susquehanna International Group Limited,3
2019,Jan,Swords Laboratories,1
2019,Jan,Swords Specsavers Limited,1
2019,Jan,Synergy Golf Ltd,1
2019,Jan,Sysxnet Ltd,1
2019,Jan,T.E. Laboratories Ltd,1
2019,Jan,Tara Winthrop Ltd.,7
2019,Jan,Tarrant International Transport Ltd,2
2019,Jan,Taste Of Joy Ltd,2
2019,Jan,Tata Consultancy Services Limited,3
2019,Jan,Teamsoft Limited,1
2019,Jan,Tech Mahindra Limited,1
2019,Jan,Teck Ireland Ltd,1
2019,Jan,Telemed Technology Limited,2
2019,Jan,Temple Street Children'S University Hospital,7
2019,Jan,Tenda Oriental Food Limited,1
2019,Jan,Terra Firma Stone Ltd,1
2019,Jan,Terraalto,1
2019,Jan,Test Triangle Limited,1
2019,Jan,Tfs Media Agency Ltd,1
2019,Jan,The Berry Farm Ltd,3
2019,Jan,The Cartoon Saloon Ltd,1
2019,Jan,The Concentrate Manufacturing Company Of Ireland,1
2019,Jan,The Lantern House Group Limited,1
2019,Jan,The Milestone Aviation Group Ltd,1
2019,Jan,The Phoenix Bistro Limited Company,1
2019,Jan,The Sang Qi Limited,1
2019,Jan,Thomas & Ann Lawlor,1
2019,Jan,Thomond Care Services Limited,1
2019,Jan,Three Ireland (Hutchison) Limited,1
2019,Jan,Tlc Health Services Ltd,2
2019,Jan,Tmc Restaurant Limited,1
2019,Jan,Tonisity International Limited,1
2019,Jan,Top Range Catering Limited,1
2019,Jan,Torriam Hotel Operating Company Limited,1
2019,Jan,Total Produce Ireland Ltd,1
2019,Jan,Traditional Meat Co Irl,2
2019,Jan,Transitions Optical Ltd,2
2019,Jan,Transport Insights Limited,1
2019,Jan,Turner Townsend Ltd,1
2019,Jan,Twitter International Company,1
2019,Jan,Two Sister Families Ltd,1
2019,Jan,Tyco Ireland Limited,1
2019,Jan,Ubiqube (Ireland) Limited,2
2019,Jan,Udemy Ireland Ltd,2
2019,Jan,Uilinn Nursing Home Ltd,1
2019,Jan,Unipolre Dac,1
2019,Jan,University College Dublin,2
2019,Jan,University Hospital Kerry,1
2019,Jan,University Hospital Limerick,14
2019,Jan,University Hospital Waterford,1
2019,Jan,University Of Dublin,3
2019,Jan,Update Technology Limited,1
2019,Jan,Veritas Storage (Ireland) Limited,1
2019,Jan,Verizon Connect Ireland Limited,18
2019,Jan,Version 1 Software,7
2019,Jan,Vhi Group Services Dac,3
2019,Jan,Vizor Limited,1
2019,Jan,Vmware International Ltd,3
2019,Jan,Vodafone Ireland Limited,1
2019,Jan,Walls Construction Limited,1
2019,Jan,War Ducks Ltd,2
2019,Jan,Wavestone Us Inc,2
2019,Jan,We'Ll Take It From Here Limited,1
2019,Jan,Welocalise Limited,2
2019,Jan,Wexford General Hospital,4
2019,Jan,Willoway Nursing Homes Ltd,3
2019,Jan,Wipro Limited,4
2019,Jan,Wipro Limited - Irish Branch,16
2019,Jan,Wipro Outsourcing Services (Ireland)Ltd.,1
2019,Jan,Workday Limited,5
2019,Jan,Worldnettps Ltd,1
2019,Jan,Xcloudhub Limited,1
2019,Jan,Xilinx Ireland Unlimited Company,2
2019,Jan,You Ming Tang Limited,1
2019,Jan,Z-We-Ton (Raheen) Ltd,1
2019,Jan,Zendesk International Limited,3
2019,Jan,Zenith Technologies Limited,6
2019,Jan,Zero Down Time Limited,1
2019,Jan,Zevas Communications Limited,1
2019,Feb,Abbeylands Nursing Home Alzheimer'S Unit Ltd,1
2019,Feb,Above Organic Limited,1
2019,Feb,Accenture Global Solutions Limited,4
2019,Feb,Accenture Limited,35
2019,Feb,Accountancy & Business College (Ireland) Limited,1
2019,Feb,Accountancy Professionals Limited,1
2019,Feb,Adaptive Mobile Security Limited,1
2019,Feb,Adelaide & Meath Hospital Inc The National Children'S Hospital,10
2019,Feb,Advanced Manufacturing Control Systems Limited,1
2019,Feb,Aebe Limited,3
2019,Feb,Affidea Diagnostics Ireland Limited,3
2019,Feb,Agilent Technologies,1
2019,Feb,Agro Merchants Dublin Transport Limited,2
2019,Feb,Aidan Doherty Transport Ltd,3
2019,Feb,Aidan Farrell T/A International Buying Group,1
2019,Feb,Aideen Curtin,1
2019,Feb,Allanbay Ltd,1
2019,Feb,Allergan Pharmaceuticals International Limited,1
2019,Feb,Alliance Medical Diagnostic Imaging Ltd,2
2019,Feb,Allianz Plc,3
2019,Feb,Alphaprint Limited,1
2019,Feb,Altada Technology Solutions Limited,1
2019,Feb,Alterdomus,1
2019,Feb,Alucraft Ltd.,1
2019,Feb,Amazon Data Services Ireland Ltd,8
2019,Feb,Amazon Web Services Emea Sarl,28
2019,Feb,Amdocs Software Systems Limited,18
2019,Feb,Amgen Technology (Ireland) Unlimited Company,2
2019,Feb,An Turas I.T Limited,1
2019,Feb,Analog Devices International Unlimited Company,5
