Year,Month,Company,Total
2023,Jan,Campbell Catering Limited,1.0
2023,Jan,Candela Healthcare Ltd,2.0
2023,Jan,Cantec Business Technology Ltd,1.0
2023,Jan,Cantor Fitzgerald Ireland Limited,1.0
2023,Jan,Capital Abc Ltd,1.0
2023,Jan,Capital Care Zahid Barakatli Limited,1.0
2023,Jan,Capvest Irish Partners Limited,1.0
2023,Jan,Carechoice (Macroom) Ltd,1.0
2023,Jan,Carechoice Dungarvan Ltd,2.0
2023,Jan,Carechoice Finglas Limited,3.0
2023,Jan,Carechoice Malahide Road Limited,2.0
2023,Jan,Carechoice Swords Two Limited,2.0
2023,Jan,Carechoice Trim Limited,12.0
2023,Jan,Cargurus Ireland Limited,1.0
2023,Jan,Caring Hands Ltd,1.0
2023,Jan,Carlow Emergency Doctors-On-Call Company Limited By Guarantee,1.0
2023,Jan,Carmac Taverns Limited,1.0
2023,Jan,Carnalway Freight Limited,2.0
2023,Jan,Carrigdhoun Tasty Foods Ltd,1.0
2023,Jan,Castlebridge Manor Private Clinic Ltd,1.0
2023,Jan,Castlerea Nursing Home Limited,4.0
2023,Jan,Castlerea Nursing Home Ltd,1.0
2023,Jan,Castleross Nursing Home Ltd,2.0
2023,Jan,Caterline Catering Equipment Ltd,1.0
2023,Jan,Cavan & Monaghan Hospital,3.0
2023,Jan,Cbre Gws (Ireland) Ltd,2.0
2023,Jan,Cdb Aviation Lease Finance Dac,1.0
2023,Jan,Cdm Contracts Ltd,1.0
2023,Jan,Central Bank And Financial Services Authority Of Ireland,1.0
2023,Jan,Cg Hotel Dublin Airport Ltd,1.0
2023,Jan,Ch Robinson Cork Technology Center (Ireland) Limited,2.0
2023,Jan,Chaham Foods Limited,1.0
2023,Jan,Chanelle Pharmaceuticals Manufacturing Ltd,6.0
2023,Jan,Changex International,1.0
2023,Jan,Charles River Laboratories Ireland Ltd,2.0
2023,Jan,Cherry Grove Nursing Home Ltd,4.0
2023,Jan,Children'S Health Ireland,11.0
2023,Jan,Chimac Limited,1.0
2023,Jan,China Island Limited,1.0
2023,Jan,Chris Zhu Limited,1.0
2023,Jan,Citco Fund Services (Ireland) Limited,7.0
2023,Jan,Citibank Europe Plc,8.0
2023,Jan,Citibank N.A.,1.0
2023,Jan,Clare Taverns Unlimited Company,1.0
2023,Jan,Claregalway Hotel,1.0
2023,Jan,"Clearstream Fund Centre S.A., Cork Branch",1.0
2023,Jan,Clearstream Technologies Limited,1.0
2023,Jan,Cleary Doyle Construction Ltd,2.0
2023,Jan,Clonmannon House Retirement Village Limited,1.0
2023,Jan,Clontarf Castle Limited,1.0
2023,Jan,Clontarf Private Nursing Home Ltd,1.0
2023,Jan,Clorane Farm Limited,1.0
2023,Jan,Cloud Intersoft Limited,3.0
2023,Jan,Cloud Software Operations (Ireland) Limited,1.0
2023,Jan,Cloudsphere Limited,1.0
2023,Jan,Clover Aircraft Leasing Company Limited,1.0
2023,Jan,Clunedarby Mushrooms,3.0
2023,Jan,Cmpw Ltd,1.0
2023,Jan,Cob Hotels Limited,1.0
2023,Jan,Codec-Dss Limited,1.0
2023,Jan,Coffey Construction (I) Ltd,1.0
2023,Jan,Cognizant Technology Solutions Ireland Limited,10.0
2023,Jan,Coinbase Ireland Limited,1.0
2023,Jan,Comet Care Limited,2.0
2023,Jan,Comgra Ltd,1.0
2023,Jan,Comhchoiste Ghaeltachtaí Chiarraí Theas Cftr,1.0
2023,Jan,Communicare Agency Ltd,1.0
2023,Jan,Compass Physio Limited,1.0
2023,Jan,Concored Limited,2.0
2023,Jan,Connaught Electronics Limited,10.0
2023,Jan,Connolly Hospital,3.0
2023,Jan,Conor Engineering Ltd,2.0
2023,Jan,Conor Treanor,1.0
2023,Jan,Continent 8 Technologies (Ireland) Limited,1.0
2023,Jan,Control Equipment Ltd,1.0
2023,Jan,Cook Ireland Ltd,1.0
2023,Jan,Cooksgrove Limited,1.0
2023,Jan,Cooley Nursing Home Ltd,1.0
2023,Jan,Copperfasten Technologies Limited,1.0
2023,Jan,Cork Kerry Community Healthcare,6.0
2023,Jan,Cork University Hospital,22.0
2023,Jan,Cork Visionplus Limited,2.0
2023,Jan,Cosgrave Nursing Consultancy Ltd,1.0
2023,Jan,Costern Unlimited T/A Trinity Care,7.0
2023,Jan,County Waterford Farm Relief Services Limited,1.0
2023,Jan,Coursetown Farm Ltd,1.0
2023,Jan,Cowper Care Centre Dac,1.0
2023,Jan,Cp International Llc,1.0
2023,Jan,Cpl Solutions Limited,3.0
2023,Jan,Creditsafe Services Limited,1.0
2023,Jan,Creganna Medical Ireland Limited,1.0
2023,Jan,Cregg Labour Solutions Limited,1.0
2023,Jan,Crown Foods Ltd,1.0
2023,Jan,Cruatech Limited,1.0
2023,Jan,Cubic Telecom Limited,3.0
2023,Jan,Cully Automation Ltd,1.0
2023,Jan,Cypress Semiconductor Ireland Limited,5.0
2023,Jan,Cytiva Ireland Limited,1.0
2023,Jan,Da Tong Xing Ye Limited,1.0
2023,Jan,Dannervale Limited,1.0
2023,Jan,Daon Technology,1.0
2023,Jan,Darjan Limited,1.0
2023,Jan,Dawnlough Ltd,1.0
2023,Jan,Debcon Construction Ltd,1.0
2023,Jan,Decathlon Sports Ireland Limited,1.0
2023,Jan,Decawave Limited,1.0
2023,Jan,Dell Products Unlimited Company,1.0
2023,Jan,Deloitte Ireland Llp,14.0
2023,Jan,Depuy Ireland Unlimited Company,1.0
2023,Jan,Dhgl Limited,1.0
2023,Jan,Digigrow Limited,1.0
2023,Jan,Diligent Governance Ireland Ltd,1.0
2023,Jan,Dim Sum (Ireland) Limited,1.0
2023,Jan,Distilled Sch Shares Services Ltd,1.0
2023,Jan,Docusign International (Emea) Limited,1.0
2023,Jan,Donegal County Council,1.0
2023,Jan,Donnelly Fruit & Veg Unlimited Company,1.0
2023,Jan,Doran And Minehane Limited,1.0
2023,Jan,Dps Engineering & Construction Limited,1.0
2023,Jan,Dr Conor Shields & Dr Cormac Shields,1.0
2023,Jan,Dr Sotirios Gkoles,1.0
2023,Jan,Dreamer Film Productions Dac,1.0
2023,Jan,Dromone Engineering Ltd,6.0
2023,Jan,Dropbox International Unlimited Company,1.0
2023,Jan,Drumcondra Taverns Limited,1.0
2023,Jan,Drumderrig House Nursing Home Limited,2.0
2023,Jan,Drumhill Inn Ltd,2.0
2023,Jan,Dublin City Council,1.0
2023,Jan,Dublin North City Mental Health Services,3.0
2023,Jan,"Dublin South, Kildare, West Wicklow Community Healthcare_X000D_",1.0
2023,Jan,Ducalla Limited,1.0
2023,Jan,Dunboyne Nursing Home,1.0
2023,Jan,Dundela Consulting Ltd,1.0
2023,Jan,Dunlavin Nursing Home Ltd,2.0
2023,Jan,Dw Express Catering Enterprises Limited,1.0
2023,Jan,E.J.King Bar Limited,1.0
2023,Jan,E.J.Kings Bar Ltd,1.0
2023,Jan,Ed Advanced Medical Services Limited,2.0
2023,Jan,Edc Engineering Design Consultants Ltd.,1.0
2023,Jan,Eddie Rockets (Ireland) Limited,1.0
2023,Jan,Edwards Lifesciences Ireland Limited,2.0
2023,Jan,Eile Communications Ltd,1.0
2023,Jan,Eircom Limited,1.0
2023,Jan,Eirefacades Limited,1.0
2023,Jan,Eirgrid Plc,7.0
2023,Jan,Eirna Bio Limited,1.0
2023,Jan,El Engineering Consultants Ltd.,1.0
2023,Jan,Elavon Financial Services Dac,1.0
2023,Jan,Electricity Exchange Dac,1.0
2023,Jan,Electricity Supply Board,6.0
2023,Jan,Eli Lilly Cork Limited,1.0
2023,Jan,Eli Lilly Kinsale Limited,3.0
2023,Jan,Elis Textile Limited,1.0
2023,Jan,Ella'S Heaven Cafe And Bakery Limited,1.0
2023,Jan,Elliott Building And Civil Engineering Ltd,1.0
2023,Jan,Elm Fireplaces Ltd,1.0
2023,Jan,Emerald Technology Consulting Limited,1.0
2023,Jan,Emirates,1.0
2023,Jan,Emydex Technology Limited,1.0
2023,Jan,Energoinvest Reach Active Ltd,2.0
2023,Jan,Enermech Ireland Limited,68.0
2023,Jan,Entegro Ltd,7.0
2023,Jan,Environmental Resources Management Ireland Ltd,1.0
2023,Jan,Environmental Systems Research Institute Ireland Limited,1.0
2023,Jan,Ernst & Young,25.0
2023,Jan,Etrawler Unlimited Company,1.0
2023,Jan,Etsy Ireland Unlimited Company,2.0
2023,Jan,Eurocare Healthcare Ltd,2.0
2023,Jan,Eurofins Biomnis Ireland Limited,2.0
2023,Jan,Eurofins Biopharma Product Testing Ireland Limited,5.0
2023,Jan,Eurofins Scientific (Ireland) Limited,1.0
2023,Jan,European Network Against Racism (Enar) Ireland Company Limited By Guarantee,1.0
2023,Jan,European Refreshments,2.0
2023,Jan,European Refreshments Unlimited Company,3.0
2023,Jan,Evo - Soft (Ireland) Limited,1.0
2023,Jan,Evoqua Water Technologies Ireland Limited,1.0
2023,Jan,Exagrid Systems Ireland Limited,1.0
2023,Jan,Expleo Technology Ireland Limited,1.0
2023,Jan,Extreme Event Ireland Limited,1.0
2023,Jan,Fainleog Teoranta,1.0
2023,Jan,Fairfield Nursing Home Ltd.,4.0
2023,Jan,Fannin Limited,1.0
2023,Jan,Farm Solutions Ltd,1.0
2023,Jan,Fba Laboratories Limited,1.0
2023,Jan,Felix Recruitment Limited,1.0
2023,Jan,Fenergo Limited,1.0
2023,Jan,Fennor Hill Care Facility Limited,2.0
2023,Jan,Ferrycarrig Hotel Limited,1.0
2023,Jan,Fhp Architects International Limited,1.0
2023,Jan,Fideuram Asset Management (Ireland) Dac,1.0
2023,Jan,Field Management Ireland Limited,2.0
2023,Jan,Finance Ireland Credit Solutions Dac,1.0
2023,Jan,Fineco Asset Management Designated Activity Company,1.0
2023,Jan,Fineos Corporation Limited,1.0
2023,Jan,Finn Harps Cooperativ Society Ltd,1.0
2023,Jan,Firebyrd Chicken Limited,2.0
2023,Jan,Firehouse Pizza Holdings Ltd,1.0
2023,Jan,First Care Beneavin House Limited,5.0
2023,Jan,Firstcare Beneavin Lodge Limited,1.0
2023,Jan,Firstcare Blainroe Lodge Limited,5.0
2023,Jan,Firstcare Earlsbrook House Limited,1.0
2023,Jan,Fisc Ireland Limited,6.0
2023,Jan,Fiserv Solutions (Europe) Limited,1.0
2023,Jan,Fitzers Catering Limited,1.0
2023,Jan,Fkm Fit Out Limited,1.0
2023,Jan,Flaktwoods (Ireland) Ltd,1.0
2023,Jan,Flanagans Nursing Home Ltd,1.0
2023,Jan,Flipdish Ltd,1.0
2023,Jan,Fmc Agro Ireland Limited,3.0
2023,Jan,Forbidden City Ltd,1.0
2023,Jan,Forest Laboratories Ireland Limited,1.0
2023,Jan,Formula Networks Limited,1.0
2023,Jan,Fortis Advisory Limited,1.0
2023,Jan,Fothergills Retail Limited,1.0
2023,Jan,Fotonation Limited,1.0
2023,Jan,Four Walls Building & Maintenance Ltd,1.0
2023,Jan,Fundrock Management Company Sa,1.0
2023,Jan,Fusco Foods Limited,1.0
2023,Jan,Future Green Dairies Ltd,1.0
2023,Jan,Futuretech It Consulting Limited,1.0
2023,Jan,Fáisc Miotail Eireann Teoranta,4.0
2023,Jan,G & C Creations Limited,1.0
2023,Jan,G & T Gallen Ltd,2.0
2023,Jan,G Elliot Racing Ltd,1.0
2023,Jan,G Elliott Racing Ltd,4.0
2023,Jan,Gallaghers Seafood Restaurant Ltd,1.0
2023,Jan,Galvotech International Limited,1.0
2023,Jan,Galway Clinic Doughiska Limited,6.0
2023,Jan,Galway University Hospital,11.0
2023,Jan,Ganly'S Hardware And Heating Limited,1.0
2023,Jan,Garry Catering Limited,1.0
2023,Jan,Gartner Ireland Limited,1.0
2023,Jan,Gas Networks Ireland,1.0
2023,Jan,Gavin And Doherty Geosolutions Ltd.,2.0
2023,Jan,Gdc Media Limited,1.0
2023,Jan,Gdc Media Ltd,1.0
2023,Jan,General Audit Tool Limited,1.0
2023,Jan,General Electric International Inc.,1.0
2023,Jan,General Logistics Systems Ireland Ltd,2.0
2023,Jan,Geodis Ireland Ltd,1.0
2023,Jan,Gerson Lehrman Group (Ireland) Limited,1.0
2023,Jan,Gh Energy Rentals Ltd,1.0
2023,Jan,Gilead Sciences Ireland Uc,1.0
2023,Jan,Gj O'Neill Enterprises Ltd,1.0
2023,Jan,Glan Agua Ltd,3.0
2023,Jan,Glanbia Ireland Dac,1.0
2023,Jan,Glanbia Management Services Ltd,4.0
2023,Jan,Glanbia Performance Nutrition Limited,1.0
2023,Jan,Glaxosmithkline Dungarvan Limited,1.0
2023,Jan,Glenaulin Nursing Home Limited,4.0
2023,Jan,Glenmar Construction Limited,1.0
2023,Jan,Glenveagh Contracting Ltd,1.0
2023,Jan,Glenview Green Energy Company Ltd,1.0
2023,Jan,Glic Tech Limited,1.0
2023,Jan,Globoforce Limited,4.0
2023,Jan,Gn Lexington Property Ltd,1.0
2023,Jan,Go-Ahead Transport Services (Dublin) Limited,1.0
2023,Jan,Goggins Transport Company Limited,1.0
2023,Jan,Golden Dale Unlimited Company,3.0
2023,Jan,Golden Nursing Homes Ltd,1.0
2023,Jan,Goldplex Limited,1.0
2023,Jan,Goodbody Stockbrockers,1.0
2023,Jan,Google Cloud Emea Limited,1.0
2023,Jan,Google Ireland Limited,24.0
2023,Jan,Goto Technologies Ireland Unlimited Company,1.0
2023,Jan,Grant Thornton,10.0
2023,Jan,Grant Thornton Corporate Finance Limited,2.0
2023,Jan,Great Dublin Capital Limited,1.0
2023,Jan,Greenhall Motors Limited,1.0
2023,Jan,Greenmast Limited,6.0
2023,Jan,Greystones Nursing Home,1.0
2023,Jan,Griffin Group Hotels Limited,1.0
2023,Jan,Grifols Worldwide Operations Limited,1.0
2023,Jan,Groupon International Limited,2.0
2023,Jan,Gtlk Europe Designated Activity Company,1.0
2023,Jan,Guardwell Enterprises Ltd,2.0
2023,Jan,Guardwell Enterprises Ltd.,1.0
2023,Jan,Guidewire Software (Ireland) Limited,3.0
2023,Jan,Gunn Lennon Fabrications Ltd.,1.0
2023,Jan,Gurukirpa Ltd,1.0
2023,Jan,Gutyiera Limited,1.0
2023,Jan,Gymgear Equipment Ltd,1.0
2023,Jan,H & Mv Engineering Ltd,2.0
2023,Jan,H Mclaughlin Sons Ltd,3.0
2023,Jan,H. & F. Electrical Contractors Limited,1.0
2023,Jan,H.P. & Associates Limited,1.0
2023,Jan,Harvey Norman Trading (Ireland) Limited,1.0
2023,Jan,Haven Bay Care Centre Ltd,3.0
2023,Jan,Hayden Health Care Ltd.,1.0
2023,Jan,Hcl (Ireland) Information Systems Limited,3.0
2023,Jan,Health Research Board,1.0
2023,Jan,Health Service Executive - National Screening Service,1.0
2023,Jan,Health Service Executive Ch01,5.0
2023,Jan,Health Service Executive Mid West Mental Health Services,4.0
2023,Jan,Hedgeserv Ltd,2.0
2023,Jan,Helen Qin Fang,1.0
2023,Jan,Herbst Manufacturing Ltd,1.0
2023,Jan,Hermitage Clinic,2.0
2023,Jan,Hertz Europe Service Centre,1.0
2023,Jan,Hewlett Packard International Bank Designated Activity Company,1.0
2023,Jan,Hid Global Ireland Teoranta,1.0
2023,Jan,Hilti (Fastening Systems) Limited,2.0
2023,Jan,Himalaya House Limited,1.0
2023,Jan,Hitachi Energy Ireland Limited,1.0
2023,Jan,Hitianland Ltd,2.0
2023,Jan,Hollymount Catering Limited,1.0
2023,Jan,Holy Family Nursing Home Ltd,4.0
2023,Jan,Home Appliances Ltd,1.0
2023,Jan,Homecarer Trusted Independent Living,2.0
2023,Jan,Honch Catering Limited,1.0
2023,Jan,Honey Mountain It Solutions Limited,1.0
2023,Jan,Honeywell Advanced Limited,1.0
2023,Jan,Hostelworld.Com Limited,1.0
2023,Jan,Hotel Kilkenny,1.0
2023,Jan,Hotel Merrion Limited,1.0
2023,Jan,House Of St Camillus,6.0
2023,Jan,Hse (Cho 4),1.0
2023,Jan,Hse Cho Dublin North City And County,1.0
2023,Jan,Hse Dskww Community Healthcare,1.0
2023,Jan,Hse Service Executive (Cho 5),1.0
2023,Jan,Huawei Technologies (Ireland) Co Ltd,7.0
2023,Jan,Hubspot Ireland Limited,3.0
2023,Jan,Hungwun Catering Limited,1.0
2023,Jan,Hunter International Livestock Limited,1.0
2023,Jan,Hyde Park Stud Limited,1.0
2023,Jan,Hyde Seek Childcare Ltd.,1.0
2023,Jan,Hylas Technology Limited,1.0
2023,Jan,I-Sec Limited,1.0
2023,Jan,Iaaps Limited,1.0
2023,Jan,Icon Accountancy & Taxation Services Ltd,1.0
2023,Jan,Ijm Timber Engineering Ltd,1.0
2023,Jan,Impedans Ltd,2.0
2023,Jan,In2 Design Engineering Ltd,1.0
2023,Jan,Independent Living And Hearing Ltd,1.0
2023,Jan,Independent Vetcare Ie Limited (Allpets Veterinary Hospital)Tal),1.0
2023,Jan,Infinite Materials Limited,1.0
2023,Jan,Inflight Audio Unlimited Company,2.0
2023,Jan,Informatica Ireland Emea Unlimited Company,1.0
2023,Jan,Infosys Limited,6.0
2023,Jan,Inida Enesi,1.0
2023,Jan,Innovative Catheter Solutions,1.0
2023,Jan,Integrity Communications,2.0
2023,Jan,Intel Ireland Limited,1.0
2023,Jan,Intel Research And Development Ireland Limited,2.0
2023,Jan,Intellisense.Io,1.0
2023,Jan,Intercom R&D Unlimited Company,1.0
2023,Jan,Intive Ltd,6.0
2023,Jan,Irish Commercials (Sales) Ltd,2.0
2023,Jan,Irish Life Group Services Limited,1.0
2023,Jan,Irish Management Institute,1.0
2023,Jan,Irish Rugby Football Union,1.0
2023,Jan,Ivory Fusion Limited,1.0
2023,Jan,J & E Davy Holdings,1.0
2023,Jan,J D Hotels Ltd T/A East Village Hotel,1.0
2023,Jan,J.F. Building And Civil Engineering Contractors Limited,1.0
2023,Jan,J.P. Morgan Se,4.0
2023,Jan,J.P. Ryan Limited,3.0
2023,Jan,Jacobs Engineering Ireland Ltd,3.0
2023,Jan,Jaguar Land Rover Ireland (Services) Limited,1.0
2023,Jan,James Gibbons Limited,1.0
2023,Jan,Jc Mortgages Limited,1.0
2023,Jan,Jcr Food Limited,1.0
2023,Jan,Jennings O'Donovan And Partners Ltd,1.0
2023,Jan,Jhoi Hon Tan,1.0
2023,Jan,Jmc Van Trans Ltd,2.0
2023,Jan,Jms Haulage Ltd,1.0
