Year,Month,Sector,Issued,Refused,Withdrawn
2023,Mar,E - Water Supply - Sewerage Waste Management & Rem,9.0,,
2023,Mar,F - Construction,124.0,,
2023,Mar,G - Wholesale & Retail Trade,14.0,,
2023,Mar,H - Transport & Storage,50.0,,
2023,Mar,I - Accommodation & Food Services activities,156.0,,
2023,Mar,J - Information & Communication Activities,308.0,,
2023,Mar,K - Financial & insurance Activities,179.0,,
2023,Mar,L - Real Estate Activities,2.0,,
2023,Mar,"M - All other Professional, Scientific & Technical",80.0,,
2023,Mar,"M - Professional, Scientific&Technical Activities",17.0,,
2023,Mar,N - Administrative & Support Service Activities,10.0,,
2023,Mar,O - Public Administration & Defence,1.0,,
2023,Mar,P - Education,13.0,,
2023,Mar,Q - Health & Social Work Activities,726.0,,
2023,Mar,"R - Arts , Entertainment and Recreation",47.0,,
2023,Mar,S - Other Service activities,128.0,,
2023,Mar,T - Domestic- Activities of Households as Employer,,,
2023,Apr,"A - Agriculture, Forestry & Fishing",253.0,,
2023,Apr,B - Mining & Quarrying,8.0,,
2023,Apr,C - All Other Manufacturing,44.0,,
2023,Apr,C - Manufacture of Chemicals & Pharmaceuticals,60.0,,
2023,Apr,"C - Manufacture of Computers, Electronics & Optica",62.0,,
2023,Apr,"C - Manufacture of Food, Drink & Tobacco",20.0,,
2023,Apr,C - Manufacture of Medical Devices,19.0,,
2023,Apr,D - Electricity & Gas & Air Conditioning Supply,15.0,,
2023,Apr,E - Water Supply - Sewerage Waste Management & Rem,3.0,,
2023,Apr,F - Construction,89.0,,
2023,Apr,G - Wholesale & Retail Trade,23.0,,
2023,Apr,H - Transport & Storage,90.0,,
2023,Apr,I - Accommodation & Food Services activities,179.0,,
2023,Apr,J - Information & Communication Activities,306.0,,
2023,Apr,K - Financial & insurance Activities,130.0,,
2023,Apr,L - Real Estate Activities,,,
2023,Apr,"M - All other Professional, Scientific & Technical",60.0,,
2023,Apr,"M - Professional, Scientific&Technical Activities",16.0,,
2023,Apr,N - Administrative & Support Service Activities,3.0,,
2023,Apr,O - Public Administration & Defence,,,
2023,Apr,P - Education,10.0,,
2023,Apr,Q - Health & Social Work Activities,649.0,,
2023,Apr,"R - Arts , Entertainment and Recreation",26.0,,
2023,Apr,S - Other Service activities,114.0,,
2023,Apr,T - Domestic- Activities of Households as Employer,,,
2023,May,"A - Agriculture, Forestry & Fishing",91.0,,
2023,May,B - Mining & Quarrying,,,
2023,May,C - All Other Manufacturing,78.0,,
2023,May,C - Manufacture of Chemicals & Pharmaceuticals,90.0,,
2023,May,"C - Manufacture of Computers, Electronics & Optica",86.0,,
2023,May,"C - Manufacture of Food, Drink & Tobacco",23.0,,
2023,May,C - Manufacture of Medical Devices,15.0,,
2023,May,D - Electricity & Gas & Air Conditioning Supply,35.0,,
2023,May,E - Water Supply - Sewerage Waste Management & Rem,9.0,,
2023,May,F - Construction,136.0,,
2023,May,G - Wholesale & Retail Trade,30.0,,
2023,May,H - Transport & Storage,54.0,,
2023,May,I - Accommodation & Food Services activities,261.0,,
2023,May,J - Information & Communication Activities,360.0,,
2023,May,K - Financial & insurance Activities,197.0,,
2023,May,L - Real Estate Activities,1.0,,
2023,May,"M - All other Professional, Scientific & Technical",73.0,,
2023,May,"M - Professional, Scientific&Technical Activities",27.0,,
2023,May,N - Administrative & Support Service Activities,5.0,,
2023,May,O - Public Administration & Defence,,,
2023,May,P - Education,20.0,,
2023,May,Q - Health & Social Work Activities,1012.0,,
2023,May,"R - Arts , Entertainment and Recreation",29.0,,
2023,May,S - Other Service activities,126.0,,
2023,May,T - Domestic- Activities of Households as Employer,,,
2023,Jun,"A - Agriculture, Forestry & Fishing",56.0,,
2023,Jun,B - Mining & Quarrying,4.0,,
2023,Jun,C - All Other Manufacturing,78.0,,
2023,Jun,C - Manufacture of Chemicals & Pharmaceuticals,81.0,,
2023,Jun,"C - Manufacture of Computers, Electronics & Optica",137.0,,
2023,Jun,"C - Manufacture of Food, Drink & Tobacco",29.0,,
2023,Jun,C - Manufacture of Medical Devices,22.0,,
2023,Jun,D - Electricity & Gas & Air Conditioning Supply,46.0,,
2023,Jun,E - Water Supply - Sewerage Waste Management & Rem,2.0,,
2023,Jun,F - Construction,129.0,,
2023,Jun,G - Wholesale & Retail Trade,38.0,,
2023,Jun,H - Transport & Storage,83.0,,
2023,Jun,I - Accommodation & Food Services activities,271.0,,
2023,Jun,J - Information & Communication Activities,521.0,,
2023,Jun,K - Financial & insurance Activities,252.0,,
2023,Jun,L - Real Estate Activities,1.0,,
2023,Jun,"M - All other Professional, Scientific & Technical",118.0,,
2023,Jun,"M - Professional, Scientific&Technical Activities",15.0,,
2023,Jun,N - Administrative & Support Service Activities,7.0,,
2023,Jun,O - Public Administration & Defence,3.0,,
2023,Jun,P - Education,23.0,,
2023,Jun,Q - Health & Social Work Activities,1040.0,,
2023,Jun,"R - Arts , Entertainment and Recreation",41.0,,
2023,Jun,S - Other Service activities,140.0,,
2023,Jun,T - Domestic- Activities of Households as Employer,1.0,,
2023,Jul,"A - Agriculture, Forestry & Fishing",62.0,,
2023,Jul,B - Mining & Quarrying,2.0,,
2023,Jul,C - All Other Manufacturing,77.0,,
2023,Jul,C - Manufacture of Chemicals & Pharmaceuticals,82.0,,
2023,Jul,"C - Manufacture of Computers, Electronics & Optica",158.0,,
2023,Jul,"C - Manufacture of Food, Drink & Tobacco",29.0,,
2023,Jul,C - Manufacture of Medical Devices,17.0,,
2023,Jul,D - Electricity & Gas & Air Conditioning Supply,56.0,,
2023,Jul,E - Water Supply - Sewerage Waste Management & Rem,21.0,,
2023,Jul,F - Construction,110.0,,
2023,Jul,G - Wholesale & Retail Trade,25.0,,
2023,Jul,H - Transport & Storage,70.0,,
2023,Jul,I - Accommodation & Food Services activities,238.0,,
2023,Jul,J - Information & Communication Activities,487.0,,
2023,Jul,K - Financial & insurance Activities,224.0,,
2023,Jul,L - Real Estate Activities,1.0,,
2023,Jul,"M - All other Professional, Scientific & Technical",103.0,,
2023,Jul,"M - Professional, Scientific&Technical Activities",19.0,,
2023,Jul,N - Administrative & Support Service Activities,5.0,,
2023,Jul,O - Public Administration & Defence,2.0,,
2023,Jul,P - Education,28.0,,
2023,Jul,Q - Health & Social Work Activities,1064.0,,
2023,Jul,"R - Arts , Entertainment and Recreation",18.0,,
2023,Jul,S - Other Service activities,133.0,,
2023,Jul,T - Domestic- Activities of Households as Employer,,,
2023,Aug,"A - Agriculture, Forestry & Fishing",56.0,,
2023,Aug,B - Mining & Quarrying,3.0,,
2023,Aug,C - All Other Manufacturing,50.0,,
2023,Aug,C - Manufacture of Chemicals & Pharmaceuticals,91.0,,
2023,Aug,"C - Manufacture of Computers, Electronics & Optica",55.0,,
2023,Aug,"C - Manufacture of Food, Drink & Tobacco",26.0,,
2023,Aug,C - Manufacture of Medical Devices,25.0,,
2023,Aug,D - Electricity & Gas & Air Conditioning Supply,45.0,,
2023,Aug,E - Water Supply - Sewerage Waste Management & Rem,13.0,,
2023,Aug,F - Construction,111.0,,
2023,Aug,G - Wholesale & Retail Trade,13.0,,
2023,Aug,H - Transport & Storage,87.0,,
2023,Aug,I - Accommodation & Food Services activities,229.0,,
2023,Aug,J - Information & Communication Activities,434.0,,
2023,Aug,K - Financial & insurance Activities,225.0,,
2023,Aug,L - Real Estate Activities,1.0,,
2023,Aug,"M - All other Professional, Scientific & Technical",83.0,,
2023,Aug,"M - Professional, Scientific&Technical Activities",16.0,,
2023,Aug,N - Administrative & Support Service Activities,13.0,,
2023,Aug,O - Public Administration & Defence,5.0,,
2023,Aug,P - Education,24.0,,
2023,Aug,Q - Health & Social Work Activities,635.0,,
2023,Aug,"R - Arts , Entertainment and Recreation",19.0,,
2023,Aug,S - Other Service activities,152.0,,
2023,Aug,T - Domestic- Activities of Households as Employer,,,
2023,Sep,"A - Agriculture, Forestry & Fishing",42.0,,
2023,Sep,B - Mining & Quarrying,1.0,,
2023,Sep,C - All Other Manufacturing,56.0,,
2023,Sep,C - Manufacture of Chemicals & Pharmaceuticals,54.0,,
2023,Sep,"C - Manufacture of Computers, Electronics & Optica",58.0,,
2023,Sep,"C - Manufacture of Food, Drink & Tobacco",16.0,,
2023,Sep,C - Manufacture of Medical Devices,37.0,,
2023,Sep,D - Electricity & Gas & Air Conditioning Supply,32.0,,
2023,Sep,E - Water Supply - Sewerage Waste Management & Rem,10.0,,
2023,Sep,F - Construction,93.0,,
2023,Sep,G - Wholesale & Retail Trade,24.0,,
2023,Sep,H - Transport & Storage,113.0,,
2023,Sep,I - Accommodation & Food Services activities,215.0,,
2023,Sep,J - Information & Communication Activities,386.0,,
2023,Sep,K - Financial & insurance Activities,219.0,,
2023,Sep,L - Real Estate Activities,1.0,,
2023,Sep,"M - All other Professional, Scientific & Technical",61.0,,
2023,Sep,"M - Professional, Scientific&Technical Activities",36.0,,
2023,Sep,N - Administrative & Support Service Activities,8.0,,
2023,Sep,O - Public Administration & Defence,,,
2023,Sep,P - Education,28.0,,
2023,Sep,Q - Health & Social Work Activities,558.0,,
2023,Sep,"R - Arts , Entertainment and Recreation",30.0,,
2023,Sep,S - Other Service activities,125.0,,
2023,Sep,T - Domestic- Activities of Households as Employer,,,
2023,Oct,"A - Agriculture, Forestry & Fishing",43.0,,
2023,Oct,B - Mining & Quarrying,7.0,,
2023,Oct,C - All Other Manufacturing,57.0,,
2023,Oct,C - Manufacture of Chemicals & Pharmaceuticals,96.0,,
2023,Oct,"C - Manufacture of Computers, Electronics & Optica",45.0,,
2023,Oct,"C - Manufacture of Food, Drink & Tobacco",22.0,,
2023,Oct,C - Manufacture of Medical Devices,33.0,,
2023,Oct,D - Electricity & Gas & Air Conditioning Supply,34.0,,
2023,Oct,E - Water Supply - Sewerage Waste Management & Rem,4.0,,
2023,Oct,F - Construction,143.0,,
2023,Oct,G - Wholesale & Retail Trade,33.0,,
2023,Oct,H - Transport & Storage,70.0,,
2023,Oct,I - Accommodation & Food Services activities,236.0,,
2023,Oct,J - Information & Communication Activities,448.0,,
2023,Oct,K - Financial & insurance Activities,202.0,,
2023,Oct,L - Real Estate Activities,,,
2023,Oct,"M - All other Professional, Scientific & Technical",92.0,,
2023,Oct,"M - Professional, Scientific&Technical Activities",36.0,,
2023,Oct,N - Administrative & Support Service Activities,8.0,,
2023,Oct,O - Public Administration & Defence,1.0,,
2023,Oct,P - Education,29.0,,
2023,Oct,Q - Health & Social Work Activities,754.0,,
2023,Oct,"R - Arts , Entertainment and Recreation",39.0,,
2023,Oct,S - Other Service activities,112.0,,
2023,Oct,T - Domestic- Activities of Households as Employer,,,
2023,Nov,"A - Agriculture, Forestry & Fishing",66.0,,
2023,Nov,B - Mining & Quarrying,1.0,,
2023,Nov,C - All Other Manufacturing,91.0,,
2023,Nov,C - Manufacture of Chemicals & Pharmaceuticals,120.0,,
2023,Nov,"C - Manufacture of Computers, Electronics & Optica",64.0,,
2023,Nov,"C - Manufacture of Food, Drink & Tobacco",13.0,,
2023,Nov,C - Manufacture of Medical Devices,23.0,,
2023,Nov,D - Electricity & Gas & Air Conditioning Supply,30.0,,
2023,Nov,E - Water Supply - Sewerage Waste Management & Rem,9.0,,
2023,Nov,F - Construction,114.0,,
2023,Nov,G - Wholesale & Retail Trade,38.0,,
2023,Nov,H - Transport & Storage,126.0,,
2023,Nov,I - Accommodation & Food Services activities,260.0,,
2023,Nov,J - Information & Communication Activities,456.0,,
2023,Nov,K - Financial & insurance Activities,233.0,,
2023,Nov,L - Real Estate Activities,4.0,,
2023,Nov,"M - All other Professional, Scientific & Technical",94.0,,
2023,Nov,"M - Professional, Scientific&Technical Activities",32.0,,
2023,Nov,N - Administrative & Support Service Activities,3.0,,
2023,Nov,O - Public Administration & Defence,,,
2023,Nov,P - Education,31.0,,
2023,Nov,Q - Health & Social Work Activities,1009.0,,
2023,Nov,"R - Arts , Entertainment and Recreation",24.0,,
2023,Nov,S - Other Service activities,164.0,,
2023,Nov,T - Domestic- Activities of Households as Employer,,,
2023,Dec,"A - Agriculture, Forestry & Fishing",77.0,,
2023,Dec,B - Mining & Quarrying,3.0,,
2023,Dec,C - All Other Manufacturing,59.0,,
2023,Dec,C - Manufacture of Chemicals & Pharmaceuticals,53.0,,
2023,Dec,"C - Manufacture of Computers, Electronics & Optica",51.0,,
2023,Dec,"C - Manufacture of Food, Drink & Tobacco",18.0,,
2023,Dec,C - Manufacture of Medical Devices,34.0,,
2023,Dec,D - Electricity & Gas & Air Conditioning Supply,18.0,,
2023,Dec,E - Water Supply - Sewerage Waste Management & Rem,4.0,,
2023,Dec,F - Construction,99.0,,
2023,Dec,G - Wholesale & Retail Trade,20.0,,
2023,Dec,H - Transport & Storage,50.0,,
2023,Dec,I - Accommodation & Food Services activities,163.0,,
2023,Dec,J - Information & Communication Activities,517.0,,
2023,Dec,K - Financial & insurance Activities,157.0,,
2023,Dec,L - Real Estate Activities,,,
2023,Dec,"M - All other Professional, Scientific & Technical",66.0,,
2023,Dec,"M - Professional, Scientific&Technical Activities",28.0,,
2023,Dec,N - Administrative & Support Service Activities,4.0,,
2023,Dec,O - Public Administration & Defence,,,
2023,Dec,P - Education,16.0,,
2023,Dec,Q - Health & Social Work Activities,887.0,,
2023,Dec,"R - Arts , Entertainment and Recreation",14.0,,
2023,Dec,S - Other Service activities,109.0,,
2023,Dec,T - Domestic- Activities of Households as Employer,,,
