Year,Company,Total
2011,Carechoice (Macroom) Ltd,2
2011,Carechoice Ballynoe Ltd,4
2011,Carechoice Clonakilty Ltd,1
2011,Carechoice Montenotte Limited,7
2011,Career Management International Consultants Ltd,1
2011,Carers & Nurses Aides On Call,1
2011,Carers And Nurses Aides On Call Ltd,1
2011,Careworks Ltd,2
2011,Caring & Sharing Association T/A Restaurant Ten Fourteen,1
2011,Caritas Convalescent Centre Ltd,1
2011,Carl Hanratty,1
2011,Carlisle Cleaning Services Ltd,6
2011,Carlton Hotel Dublin Airport Ltd.,2
2011,Carnaross Sand & Gravel Ltd,1
2011,Carnegie Court,1
2011,Carnelian Limited,1
2011,Caroline Acheson,1
2011,Carra Celtic Ltd,5
2011,Carrickboy Farms,1
2011,Carrigaline Hotels Ltd,1
2011,Carroll Freight Tullow Ltd,1
2011,Carrtex B & S Ltd T/A The Deputy Mayor,1
2011,Carrylane Limited T/A The Ritz-Carlton Hotel Company,2
2011,Carton Bros Ltd,6
2011,Carysfort Nursing Home,5
2011,Cashel House Hotel,2
2011,Cassidy Electrical Supply Co. Ltd.,1
2011,Castle Arms Hotel - Dal Riada Taverns Ltd.,1
2011,Castle Office Contracts Limited,1
2011,Castleknock Golf Club,1
2011,Castleknock Resort Ltd,1
2011,Castletroy Cinemas Limited,1
2011,Castleturvin House Nursing Home Ltd,2
2011,Catherine Halley T/A Rathfarnham Beauty Clinic,1
2011,Cavan Developments Bloodstock Company,1
2011,Cavan Hotel & Leisure Co Ltd,1
2011,Cb Automate Technology Ltd,1
2011,Cdl Technology Limited,1
2011,Cellix Limited,1
2011,Centra Kilcock,1
2011,Central Bank And Financial Services Authority Of Ireland,3
2011,Central Grill Ballymany,1
2011,Cerise Feather Ltd,1
2011,Cerner Ireland Ltd,1
2011,Cg Hotel Ltd,1
2011,Cg Power Systems Ireland Limited,3
2011,Ch2M Hill Idc Ltd,1
2011,Ch2M Hill International Ltd,15
2011,Champion Sports Ireland Ltd,1
2011,Chapman Flood Mazars,1
2011,Charjon Investments Ltd,4
2011,Charles & Elizabeth Mcgrachan T/A Leo Burdocks,1
2011,Charles O'Brien,1
2011,Charles River Biolabs Europe Ltd,1
2011,Chartis Europe S. A. (Irish Branch),6
2011,Checkstop Limited,1
2011,Chequer Catering Limited,1
2011,Children'S University Hospital,1
2011,China Inn,1
2011,China Kitchen Limited,1
2011,Chinese Treatment And Herbal Remedies Limited,1
2011,Christian Initiatives,1
2011,Christy Roche,1
2011,Christy Tighe T/A Cromleach Lodge,1
2011,Chuleeporn Conroy T/A Ban Thai Massage,1
2011,Chung Ng T/A The Royal Villa,1
2011,Churchside Holdings Limited,1
2011,Chutney Mary Ltd T/A Indira Restaurant,2
2011,Ciaran O'Toole,1
2011,Cibenix Ltd,1
2011,Circus Gerbola Ltd,1
2011,Cisco Systems Internetworking (Ireland) Limited,2
2011,Cit Group Finance (Ireland),1
2011,Citco Fund Services Dublin Limited,3
2011,Citco Fund Services Ireland Limited,1
2011,"Citi Fund Services (Ireland), Limited",2
2011,Citi Hedge Fund Services (Irl) Ltd,6
2011,Citibank Europe Plc,4
2011,Citibank International Plc T/A Citibank International Plc - Ireland Branch,2
2011,Citibank N.A.,3
2011,Citibank N.A. T/A Citigroup Ireland,1
2011,Citrix Systems International Gmbh,1
2011,City Analysts Ltd,1
2011,City Of Dublin Vec,2
2011,Clancy'S Foodstore Ltd.,1
2011,Clanmor Technology Limited,1
2011,Clanree Hotel Ltd T/A Clanree Hotel,1
2011,Clare Music Education Centre Ltd.,1
2011,Clarion Hotel Dublin Liffey Valley,1
2011,Clearwood Property Management,1
2011,Clifden House,1
2011,Clifford Desmond & Associates,1
2011,Clondalkin Addiction Support Programme,1
2011,Clongowes Wood College,1
2011,Clontarf Castle Hotel,2
2011,Clontarf Cricket Club,1
2011,Clontarf Private Nursing Home,1
2011,Clontarf Senior Care Ltd,1
2011,Cloverland Healthcare Ltd T/A Shinrone Nursing Home,2
2011,Club Travel Ltd.,2
2011,Clubsxpress Limited,1
2011,Clyda Ville Investment Ltd,1
2011,Cmc-Coal Marketing Company Limited,1
2011,Co Wickow V E C,1
2011,Coachman'S Inn,3
2011,Coal Quay Restaurants Ltd T/A Charcoal Restaurant,1
2011,Coalbrook Ltd T/A Connemara Coast Hotel,1
2011,Coastal Bay Taverns,1
2011,Coca-Cola Bottling Co. (Dublin) Ltd. Naas Road.,1
2011,Coca-Cola Hbc Ireland Limited,1
2011,Cocoon Childcare,1
2011,Codex Ltd,1
2011,Coffee Station,1
2011,Coffey'S Pub,1
2011,Cognizant Technology Solutions Ireland Ltd,8
2011,Cognovi Ltd,1
2011,Colgate Palmolive Operations (Ireland) Limited,1
2011,Colgate Palmolive Support Services,1
2011,Colin Burke Electrical Ltd,1
2011,Colin Grant,1
2011,Collins Engineering Limited,1
2011,Colour World Print Ltd,1
2011,Colours International Dub Ltd,1
2011,Combilift,1
2011,Comerford Brothers Limited,19
2011,Commission For Communications Regulation (Comreg),2
2011,Compass Catering Services Ireland Ltd.T/A Eurest Sutcliffe,2
2011,Compass Informatics Ltd.,1
2011,Complete Finishes Ltd,1
2011,Compufast Software Limited,1
2011,Comron Ltd,1
2011,Conference Partners Ltd,1
2011,Connaught Electronics Limited,15
2011,Connaughton Rd Construction Ltd(In Receivership),1
2011,Connemara Rugby Club Ltd,1
2011,Connollys Red Mills,1
2011,Conor Jaipore Ltd T/A Jaipore Indian Cuisine,2
2011,Conroy Security Limited T/A J&I Security,2
2011,Cook Ireland Limited,4
2011,Cooksgrove Ltd.,3
2011,Cooksgrove Ltd. T/A Euro Farm Foods,2
2011,Coolair Ltd,1
2011,Cooley Nursing Home Ltd T/A Carlingford Nursing Home,3
2011,Coombe Women'S Hospital,2
2011,Copeland Security Ltd,1
2011,Copper Cove Ltd,1
2011,Corcoran Jennison Management Ireland Limited,1
2011,Cordelia Foods Limited,1
2011,Core Ibs Ltd,5
2011,Cork Vision Plus Ltd T/A Specsavers Opticians,1
2011,Cornate Limited,1
2011,Cossys Textiles & Gifts,1
2011,Cottage Nursing Home Ltd,1
2011,Coughlans Waterford Ltd,1
2011,Country Clean Recycling Ltd T/A Cork Mini Skips,1
2011,County Sligo Swimming Club,1
2011,Covidien Plc,1
2011,Cowper Care Centre Ltd,5
2011,Cr2 Ltd.,2
2011,Craddock House Nursing Home,4
2011,Craigfort Taverns T/A Killashee House Hotel,2
2011,Crane Worldwide Logistics Ireland Limited,1
2011,Cranley Cars Ltd,1
2011,Crean & Mchugh,1
2011,Creative Recreation International Ltd`,1
2011,Creevelea House Nursing Home Ltd.,1
2011,Cregg House,1
2011,Creme Software Limited,1
2011,Crh Group Services Limited,3
2011,Critical Path B.V.,2
2011,Crm Pulse Limited,1
2011,Cronin & Company,1
2011,Crookstown Motors And Tyre Centre Ltd.,1
2011,Crowne Plaza Dublin Airport,2
2011,Csc Computer Sciences Ireland Ltd,1
2011,Csj Dominos (Carlow) Ltd T/A Dominos Pizza,1
2011,Csn Stores Limited,3
2011,Cup Print Ltd,1
2011,Curam Software Ltd,2
2011,Curragh Lawn Nursing Home,4
2011,Custom House Administration & Corporation Services Limited,1
2011,Cv Homecare Solutions Ltd,1
2011,Cylon Controls Limited,1
2011,"Cypress Semiconductor Ireland, Irish Design Centre",2
2011,D P Systems Ltd,1
2011,D.T. Hughes Racing Ltd,1
2011,Da Marco Pizzeria,1
2011,Dabl Ltd,1
2011,Dabrena Properties,1
2011,Daifuku America Corp,9
2011,Dairygold Co-Operative Society Limited,3
2011,Dairymaster,1
2011,Daiwa Securities Trust + Banking (Europe) Plc,1
2011,"Dalkey Lodge Nursing Home,",1
2011,Dame Street Chiropractic Ltd,2
2011,Danhillo Limited T/A Victoria Chinese Restaurant,1
2011,Daniel A. Maher,1
2011,Danza Limited,1
2011,Darren Hollywood T/A Darren Hollywood & Shane Hanly Central Tavern,1
2011,Data Electronics Group Ltd,3
2011,Datalex Ltd,2
2011,Daughters Of Charity Of St. Vincent De Paul,2
2011,David Joy T/A Lattetude,1
2011,David Lowe & Co. Ltd,1
2011,David Mckone,1
2011,David Tallon,1
2011,David Wachman T/A South Lodge,2
2011,Dawn Charleville,2
2011,Dawn Country Meats,4
2011,"Dawn Country Meats Ltd., T/A Dawn Ballyhaunis,",2
2011,Dawn Farm Foods Ltd,7
2011,Dawn Farm Foods Ltd.,2
2011,Dawn Fresh Foods Ltd,1
2011,Dawn Meats (Exports) Ltd.,9
2011,Dawn Meats Ireland,13
2011,Dawnlane Ltd,1
2011,Dawnlough Ltd,1
2011,Days Inisbofin House Hotel,1
2011,Db Service Centre Limited,1
2011,De Lage Landen Ireland Company,1
2011,Dead Space Enterprises,1
2011,Deal News Limited,1
2011,Dealgan House Nursing Home Ltd,1
2011,Decawave Limited,1
2011,Deerpark House Nursing Home,3
2011,Delcath Systems Ltd,2
2011,Delia Keanes Ltd,1
2011,Deliciously Different Cake Company Ltd,1
2011,Dell Direct,16
2011,Dell Direct (Cabinteely),2
2011,Dell Products Ltd,5
2011,Dell Technology & Solutions Limited,22
2011,Deloitte & Touche,3
2011,Deloitte & Touche Overseas Projects Llc,4
2011,Deloitte Mcs Ltd,2
2011,Delta Index Ltd,1
2011,Delvecchio Ltd T/A Cartridge World,1
2011,Deng Li Qiang T/A Chinese Acupuncture & Care,1
2011,Denis Cullen,1
2011,"Department Of Jobs, Enterprise & Innovation",1
2011,Depfa-Bank Europe,2
2011,Derica Solutions Limited,1
2011,Dermot K. Weld,6
2011,Dermot Sparrow T/A Moss Veterinary,1
2011,Des Hughes,2
2011,Design Partners Co,2
2011,Designwest,1
2011,Desmond Groome T/A Kildare Vet Surgery,1
2011,Desmond Guiness,1
2011,Devery Mooney Ltd,2
2011,Dexia Clf (Dublin Branch),1
2011,Dexia Fund Services Dublin Ltd,1
2011,Dhl Global Forwarding Ireland Ltd,1
2011,Diageo Ireland,2
2011,Digital Optics Corporation Europe Limited,1
2011,Digital River Ireland Ltd,2
2011,Digitize New Media Ltd,1
2011,Discover Chiropractic Ltd T/A Discover Chiropractic,2
2011,Dita Eyewear Europe Limited,1
2011,Dnm Technology Ltd,1
2011,Dockrell'S Vegetable Growers,1
2011,Doh Balls Limited T/A Pizza Hut Delivery Wexford,1
2011,Dolkun Ltd,1
2011,Domenico Maliza,1
2011,Domestic And General Property Support Services Ltd,31
2011,Dominican Order,2
2011,Donabate Supermarkets Ltd T/A Supervalu Donabate,1
2011,Donal And Lavinia Walsh,4
2011,Donal Brady,1
2011,Donal O Mahony Commercials Limited,1
2011,Donnelly Fruit & Veg Ltd,2
2011,Donnybrook Fair,2
2011,Dornhoefer Services Limited,1
2011,Douglas & Kaldi,1
2011,Doyle Hotel Group Limited,2
2011,Dpt Supermarket Ltd,1
2011,Dr Almitra Khurshid,1
2011,Dr John & Evelyn White,1
2011,Dr Mary Reddy,1
2011,Dr Seamus O'Baoighill,1
2011,Dr. Helen Fenlon,1
2011,Dr. Hussain Bhatti & Dr. Al Hatti T/A The Village Nursing Home Centre,2
2011,Dr. Michael Aboud,1
2011,Drakelands House Nursing Home,2
2011,Drakelands Nursing Home Ltd,1
2011,Drescator Ltd,3
2011,Drimbawn Mushrooms Limited,2
2011,Droimnin Nursing Home Ltd,1
2011,"Dromhall Hotel Co. Ltd., T/A Randles Court Hotel",1
2011,Drumderrig House Nursing Home,1
2011,Drumgoan Developments Ltd,1
2011,Dsg Retail Ireland Ltd,13
2011,Dsq Group Limited T/A Apache Pizza,1
2011,Dublin Airport Authority Plc,1
2011,Dublin Business School,2
2011,Dublin City University,5
2011,Dublin Dental Hospital,1
2011,Dublin Institute Of Technology (Pembroke Street),1
2011,Dublin Simon Community,1
2011,Duffys Circus Ltd,3
2011,Dunbia Kilbeggan,14
2011,Dundalk R.F.C.,1
2011,Dundas Limited,2
2011,Dundas Limited T/A Talbot Lodge Nursing Home,1
2011,Dundrum Nurseries,4
2011,Dundrum Pharmacy Ltd,1
2011,Dunne & Crescenzi,1
2011,Dunnes Stores Ltd,1
2011,Dunnhumby Ireland Limited,1
2011,Duolog Technologies Limited,2
2011,E-Direach Teo.,1
2011,E-Frontiers Limited,1
2011,E-Pire Limited,1
2011,E-Spatial Solutions Ltd.,1
2011,Eamon O'Boyle & Associates,1
2011,Eamonn Connor,1
2011,East - West Medicare Ltd,1
2011,Ebay Europe Services Ltd,4
2011,Eclipse Care Limited,1
2011,Eco Nova Ltd T/A Eco Pizzeria,1
2011,Ecocem Ireland Ltd,1
2011,Ecolab Limited,1
2011,Economic And Social Research Institute.,1
2011,Ecosecurities International Limited,1
2011,Eden Further Education Ltd,1
2011,Eden Home Care Ltd,2
2011,Edenlough Ltd,1
2011,Edenlough Ltd T/A The Woodstock Cafe,1
2011,Edenmore Farm Meats Ltd,1
2011,Educational Design Developments Limited,1
2011,Edward Kirby,1
2011,Edward O'Grady,1
2011,Edward P Harty Racing Limited,1
2011,Edward P. Tully & Co.,1
2011,Eileen Stapleton T/A Beechwood Nursing Home,2
2011,Eircom Ltd,1
2011,Elaine Connolly,1
2011,Elanco Animal Health Ireland Limited,2
2011,Elastometall Engstler Gmbh T/A Elastomettal Ireland,1
2011,Eldabane Properties Limited,3
2011,Eldabane Properties Limited T/A Fearna Manor Nursing Home,2
2011,Elder Home Care Ltd,1
2011,Elder Home Care Ltd T/A Comfort Keepers,1
2011,Elder Nursing Home Charleville Ltd,2
2011,Elder Nursing Homes Ltd T/A Lakes Nursing Home,2
2011,Electrical & Pump Services Ltd.,2
2011,Electroplus Cable & Satellite Ltd,1
2011,Eli Lilly & Company,6
2011,Eli Lilly & Company (Ireland) Ltd,1
2011,Eli Lilly S.A. - Irish Branch,12
2011,Elitex Ltd,1
2011,Eliza Care Ltd,4
2011,Ellen Landscape Designs Limited,1
2011,Elm Park Golf Club,2
2011,Elp Supermarkets T/A Centra,1
2011,Elsatrans Ltd,2
2011,Emc Information Systems International,2
2011,Emerald Contract Cleaners,1
2011,Emerald Restaurants Ltd T/A Lotus House,3
2011,Emmet Stores Ltd,1
2011,Emutex Ltd,1
2011,"Enable Ireland Disability Services Ltd.,",1
2011,Enbu Consulting Ltd,1
2011,Energoinvest Reach Active Ltd,2
2011,Enerit Ltd,1
2011,Ennis Pkr Ltd T/A Ryans Centra,1
2011,Enovation Solutions Limited,1
