Year,Month,Company,Total
2024,Jan,Applied Process Company Ltd,2.0
2024,Jan,Aptiv Global Operations Limited,4.0
2024,Jan,Aqua Comms Management Limited,2.0
2024,Jan,Aras Mhuire Nursing Home,1.0
2024,Jan,Arben Qiraxhiu,1.0
2024,Jan,Archview Lodge Nursing Home Ltd,1.0
2024,Jan,Ard Na Rì Nursing Home,1.0
2024,Jan,Ard Ri Mantlepieces Ltd,1.0
2024,Jan,Ardancare Limited,1.0
2024,Jan,Ardmac Limited,1.0
2024,Jan,Arista Technology Ireland Unlimited Company,1.0
2024,Jan,Arnotree Limited,7.0
2024,Jan,Arthur Cox,2.0
2024,Jan,Articulate Digital Business Limited,1.0
2024,Jan,Artizan Catering Ltd,1.0
2024,Jan,Ascenx Technologies (Vietnam) Company Limited,1.0
2024,Jan,Ashbourne Tiny Tots Creche Montessori Limited,2.0
2024,Jan,Ashbury Nursing Home Ltd,2.0
2024,Jan,Ashford House Nursing Home Limited,2.0
2024,Jan,Ashgrove Mechanical Services Ltd,1.0
2024,Jan,Ashlawn Nursing Home Limited,1.0
2024,Jan,Asia Line Limited,1.0
2024,Jan,Asm Service Support Ireland Ltd,3.0
2024,Jan,Asml Ireland Limited,1.0
2024,Jan,Aspen Green Ltd,2.0
2024,Jan,Aspiegel Public Limited Company,1.0
2024,Jan,Assistive Technology Group Limited,1.0
2024,Jan,Athlone Pharmaceuticals Limited,1.0
2024,Jan,Atlantach Technical Services,1.0
2024,Jan,Atlantic Aviation Group Limited,10.0
2024,Jan,Atlantic Projects Company Limited,1.0
2024,Jan,Autodesk Ireland Operations Unlimited Company,1.0
2024,Jan,Automotive Electrical Solutions Limited,1.0
2024,Jan,Avanacar Ltd,1.0
2024,Jan,Avec Logistics (Ireland) Limited,1.0
2024,Jan,Avoca Capital Holdings Ltd,1.0
2024,Jan,Axa Group Services Ltd,1.0
2024,Jan,Ayan K Limited,1.0
2024,Jan,Aylien Limited,1.0
2024,Jan,Baig And Mirza Health Services Limited,1.0
2024,Jan,Bajwa Traders Limited,1.0
2024,Jan,Ballinagrass Farm Ltd,1.0
2024,Jan,Ballincurrig Care Centre Ltd,3.0
2024,Jan,Ballinlough Refrigeration Ltd,1.0
2024,Jan,Ballybeggan Tiles Ltd. T/A World Of Tiles,1.0
2024,Jan,Balreask Farms Limited,1.0
2024,Jan,Bam Building Limited,1.0
2024,Jan,Banghard Limited,1.0
2024,Jan,Bank Of America Europe Dac,8.0
2024,Jan,Bank Of Ireland Group Plc,5.0
2024,Jan,Barclays Bank Ireland Plc,1.0
2024,Jan,Barmat Limited,2.0
2024,Jan,Barnacyle Nursing Home Limited,1.0
2024,Jan,Barry Gibbons,1.0
2024,Jan,Barry'S Coaches Limited,1.0
2024,Jan,Bartra Op Co (Northwood Nh) Limited,8.0
2024,Jan,Bartra Opco (Beaumont Nh) Limited,7.0
2024,Jan,Bartra Opco (Clondalkin Nh) Limited,1.0
2024,Jan,Bartra Opco No.1 Limited,5.0
2024,Jan,Baunemon Farm Limited,1.0
2024,Jan,Baylam Home Health Care Ltd,3.0
2024,Jan,Be Independent Home Care,1.0
2024,Jan,Beacon Hospital Sandyford Ltd,16.0
2024,Jan,Beaumont Hospital,16.0
2024,Jan,Beaumont Residential Care Limited,4.0
2024,Jan,Beechfield Manor Nursing Home Limited,6.0
2024,Jan,Bella Italia Ltd,3.0
2024,Jan,Belmont Plant & Equipment Ltd,1.0
2024,Jan,Bernard Kavanagh And Sons (Dublin) Ltd,8.0
2024,Jan,Better Stay Ie Limited,1.0
2024,Jan,Bfl Farms Ltd,1.0
2024,Jan,Bfree Foods Ltd,1.0
2024,Jan,Bgh Ltd,1.0
2024,Jan,Bhp Laboratories Ltd,2.0
2024,Jan,Binarii Labs Limited,1.0
2024,Jan,Bincorey Limited,1.0
2024,Jan,Biotech Europe Meditech Inc Limited,1.0
2024,Jan,Bismi Enterprise Limited,1.0
2024,Jan,Blackden Limited,4.0
2024,Jan,Blacklion Produce Limited,5.0
2024,Jan,Blackrock Clinic Unlimited Company,17.0
2024,Jan,Blackrocks Nursing Home Limited,2.0
2024,Jan,Blairs Hills Nursing Home Limited,1.0
2024,Jan,Bloomfield Care Centre Clg,2.0
2024,Jan,Bloomfield Hotel Ltd,1.0
2024,Jan,Bluebird Care Dublin South Limited,5.0
2024,Jan,Bmc Medical Services Ltd.,1.0
2024,Jan,Bmc Nursing Home Limited,1.0
2024,Jan,Bny Mellon Fund Services (Ireland) Dac,1.0
2024,Jan,Boann Distillery Limited,1.0
2024,Jan,Bocomm Aviation Leasing Ireland Company Limited,1.0
2024,Jan,Bodytonic Music Limited,1.0
2024,Jan,Bon Secours Health System Clg,2.0
2024,Jan,Bon Secours Health System Company Limited By Guarantee,2.0
2024,Jan,Bon Secours Health Systems,13.0
2024,Jan,Bonway C L I Limited,1.0
2024,Jan,Bord Gáis Energy,2.0
2024,Jan,Borris Lodge Nursing Home Ltd,1.0
2024,Jan,Boston Scientific Ireland Limited,19.0
2024,Jan,Boston Scientific Limited,1.0
2024,Jan,Boulder Media Ltd,3.0
2024,Jan,Boundless Payroll Ireland Limited,1.0
2024,Jan,Bowdale Limited,3.0
2024,Jan,Brady-Hughes Consulting Engineers Ltd,1.0
2024,Jan,Brambles Deli Cafe Limited,1.0
2024,Jan,Brampton Care Ltd,1.0
2024,Jan,Brandon House Hotel Limited,2.0
2024,Jan,Brehon Care Ulc,3.0
2024,Jan,Brewdog Ireland Limited,2.0
2024,Jan,Brian Coyle Drumlood Contracts Ltd,1.0
2024,Jan,Brian Mcenery,1.0
2024,Jan,Brian Noone Limited,1.0
2024,Jan,Bridgelynn Limited,1.0
2024,Jan,Bridhaven Nursing Home Limited Company,5.0
2024,Jan,Broadridge Ireland Limited,1.0
2024,Jan,Brookfield Care Centre Limited,5.0
2024,Jan,Brooklyn Bars Limited,1.0
2024,Jan,Brothers Of Charity Services Ireland,2.0
2024,Jan,Brown Bag Films Unlimited Company,2.0
2024,Jan,Brown Thomas Arnotts Limited,1.0
2024,Jan,Bs2 Limited,1.0
2024,Jan,Bt Communications Ireland Limited,1.0
2024,Jan,Buddha Lounge & Restaurant Ltd,1.0
2024,Jan,Bulmers Ltd,1.0
2024,Jan,Bunclody Engineering Company Limited,1.0
2024,Jan,Bushmount Nursing Home Ltd.,2.0
2024,Jan,Business Objects Software Ltd,1.0
2024,Jan,Butlers Tyres,1.0
2024,Jan,Byrne Mech Ltd,4.0
2024,Jan,C.U.G.R. Health Limited,1.0
2024,Jan,Cada Healthcare Ltd,1.0
2024,Jan,Cadence Design Systems (Ireland) Limited,3.0
2024,Jan,Cahercalla Community Hospital Clg,4.0
2024,Jan,Cairn Homes Construction Ltd,1.0
2024,Jan,Callinan Coaches Limited,1.0
2024,Jan,Campbell Catering Limited,1.0
2024,Jan,Canada Life Group Services Ltd,1.0
2024,Jan,Canto Dam Ireland Limited,1.0
2024,Jan,Capgemini Ireland Limited,3.0
2024,Jan,Cappoglen Limited,1.0
2024,Jan,Cappoquin Transport Limited,1.0
2024,Jan,Care 4 Interiors Ltd,1.0
2024,Jan,Care About You Ltd.,1.0
2024,Jan,Carebright Clg,2.0
2024,Jan,Carechoice (Macroom) Ltd,5.0
2024,Jan,Carechoice Clonakilty Limited,3.0
2024,Jan,Carechoice Finglas Limited,1.0
2024,Jan,Carechoice Malahide Road Limited,2.0
2024,Jan,Carechoice Parnell Two Limited,8.0
2024,Jan,Carechoice Swords Two Limited,4.0
2024,Jan,Carechoice Trim Limited,5.0
2024,Jan,Carelon Global Solutions Ireland Limited,4.0
2024,Jan,Carlow Dental Centre (Cdc) Ltd.,1.0
2024,Jan,Cash Connectors Limited,1.0
2024,Jan,Cashel Care Ltd,1.0
2024,Jan,Castello Asian Cuisine Limited,1.0
2024,Jan,Castle Homecare Limited,3.0
2024,Jan,Castlebridge Manor Private Clinic Ltd,4.0
2024,Jan,Castleross Nursing Home Ltd,4.0
2024,Jan,Cavan & Monaghan Hospital,12.0
2024,Jan,Cavan Monaghan Mental Health Service,1.0
2024,Jan,Cdp Property And Management Limited,1.0
2024,Jan,Cedarbridge Developments Limited,1.0
2024,Jan,Celestica Ireland Limited,1.0
2024,Jan,Celestine Cafe Bar Limited,1.0
2024,Jan,Celtic Mobile Phones Limited,1.0
2024,Jan,Cg Hotel Dublin Airport Ltd,1.0
2024,Jan,Chadwicks Group Limited,2.0
2024,Jan,Chainge Games Ireland Limited,1.0
2024,Jan,Chanelle Pharmaceuticals Manufacturing Limited,2.0
2024,Jan,Changarro Mexican Restaurant Limited,2.0
2024,Jan,Charles River Laboratories Ireland Ltd,3.0
2024,Jan,Charter Medical Group Limited,1.0
2024,Jan,Chawkes Woodfired Pizza Limited,1.0
2024,Jan,Chicken Cloud Limited,1.0
2024,Jan,Children'S Health Ireland,43.0
2024,Jan,Christ Waterman Ltd,1.0
2024,Jan,Chu Shing Wong,1.0
2024,Jan,Cindy Cece Limited,1.0
2024,Jan,Citco Fund Services (Ireland) Limited,1.0
2024,Jan,Citibank Europe Plc,1.0
2024,Jan,Ckh Iod Data Limited,1.0
2024,Jan,Clandillon Civil Consulting Ltd.,1.0
2024,Jan,Clare Taverns Unlimited Company,1.0
2024,Jan,Clarion Healthcare Limited,3.0
2024,Jan,Clashanaffrin Farms Ltd,1.0
2024,Jan,Clemac Regional Homecare Services Limited,4.0
2024,Jan,Clonsila Consulting Limited,1.0
2024,Jan,Clontarf Private Nursing Home Ltd,4.0
2024,Jan,Cloud Intersoft Limited,6.0
2024,Jan,Cloudera International Limited,1.0
2024,Jan,Cmm Food Production Limited,1.0
2024,Jan,Cn Khor Ltd,1.0
2024,Jan,Codec-Dss Limited,1.0
2024,Jan,Codladh Samh Teoranta Limited,1.0
2024,Jan,Coffey Construction (I) Ltd,2.0
2024,Jan,Cognizant Technology Solutions Ireland Limited,17.0
2024,Jan,Cohesity International Limited,1.0
2024,Jan,Colgate-Palmolive Support Services,1.0
2024,Jan,College Green Hotel Partnership Ltd,1.0
2024,Jan,Colwin Healthcare Limited,1.0
2024,Jan,Combray Ltd,2.0
2024,Jan,Commissioning Agents Ireland Ltd.,1.0
2024,Jan,Communicare Agency Ltd,4.0
2024,Jan,Compliance And Risks Ltd,1.0
2024,Jan,Condron Concrete Limited,1.0
2024,Jan,Conna Dairy Farms Limited,1.0
2024,Jan,Connaught Electronics Limited,9.0
2024,Jan,Connolly Hospital,8.0
2024,Jan,Controlsoft Automation Systems Ltd,1.0
2024,Jan,Cook Ireland Limited,2.0
2024,Jan,Coolebridge Limited,1.0
2024,Jan,Corbally House Nursing Home Limited,1.0
2024,Jan,Cork Kerry Community Healthcare,23.0
2024,Jan,Cork University Hospital,35.0
2024,Jan,Cosgrave Nursing Consultancy Ltd,1.0
2024,Jan,Costern Unlimited,42.0
2024,Jan,Countryclean Recycling Unlimited Company,2.0
2024,Jan,Cowper Care Centre Dac,4.0
2024,Jan,Cpl Solutions Limited,24.0
2024,Jan,Cregg Labour Solutions Limited,1.0
2024,Jan,Creme Software Limited,1.0
2024,Jan,Croom Precision Tooling Ltd,1.0
2024,Jan,Crowe Ireland,1.0
2024,Jan,Csc Computer Sciences Ireland Limited,1.0
2024,Jan,Cubic Telecom Limited,3.0
2024,Jan,Cuicui Liu,1.0
2024,Jan,Culverbridge Limited,1.0
2024,Jan,Cunningham Civil & Marine Limited,1.0
2024,Jan,Currenxie Technologies Ltd,1.0
2024,Jan,Custom House,2.0
2024,Jan,Cxc Renovation Limited,1.0
2024,Jan,Cy Khor Limited,1.0
2024,Jan,Cybersee Limited,2.0
2024,Jan,Cycle Chic Limited,1.0
2024,Jan,Cyclone Corporate Service Group Limited,1.0
2024,Jan,Cypress Semiconductor Ireland Limited,1.0
2024,Jan,Daifuku Cleanroom Automation America Corporation,1.0
2024,Jan,Danjuul Limited,1.0
2024,Jan,Darraglynn Nursing Home Limited,1.0
2024,Jan,Dawn Meats Ireland Uc,2.0
2024,Jan,Dbfl Consulting Engineers Limited,1.0
2024,Jan,Dc Contracts Limited,1.0
2024,Jan,Dct Digital Construction Technologies Limited,1.0
2024,Jan,Decathlon Sports Ireland Limited,1.0
2024,Jan,Deciphex Limited,1.0
2024,Jan,Declan Ryan,1.0
2024,Jan,Deel Ireland Eor Ltd,1.0
2024,Jan,Deenish Restaurants Limited,1.0
2024,Jan,Deeward Ltd T/A Stone Merchants,1.0
2024,Jan,Dell Products Unlimited Company,1.0
2024,Jan,Deloitte Ireland Llp,26.0
2024,Jan,Derek Forbes Electrical Limited,1.0
2024,Jan,Designer Group Engineering Contractors Ltd,1.0
2024,Jan,"Deutsche Börse, Cork Branch",1.0
2024,Jan,Deveire Ltd,1.0
2024,Jan,Diamond Glass Limited,1.0
2024,Jan,Digicert Ireland Limited,1.0
2024,Jan,Digit Game Studios Ltd,2.0
2024,Jan,Doonaroom Ltd,1.0
2024,Jan,Doran Management Financial Services Limited (Formerly Doran And Minehane Limited),2.0
2024,Jan,Doyles Veg Prep Limited,1.0
2024,Jan,Dps Engineering & Construction Limited,3.0
2024,Jan,Dr Maria Quille,1.0
2024,Jan,Dr Michael Haverty,1.0
2024,Jan,Dr. Claire Connolly,1.0
2024,Jan,Dr. Mary O’Neill,1.0
2024,Jan,Dr.Frank O'Hara,1.0
2024,Jan,Drimbawn Mushrooms Ireland Unlimited Company,5.0
2024,Jan,Drogheda United Fc Limited,1.0
2024,Jan,Druid Performing Arts Clg,1.0
2024,Jan,Drumhill Inn Ltd,2.0
2024,Jan,Drumloman Pork Ltd,1.0
2024,Jan,Ds & Ss Restaurants Ltd,1.0
2024,Jan,Dsb Retail Outsourcing Limited,1.0
2024,Jan,Dspd Limited,2.0
2024,Jan,Dublin Aerospace Limited,5.0
2024,Jan,Dublin North City Mental Health Services,1.0
2024,Jan,Duggan Systems Ltd,1.0
2024,Jan,Duggan Veterinary Supplies Ltd,1.0
2024,Jan,Dunboyne Nursing Home,1.0
2024,Jan,Dungarvan Transport Ltd,1.0
2024,Jan,Dunlavin Nursing Home Ltd,1.0
2024,Jan,Dunmoylan Farms Ltd,1.0
2024,Jan,E-Businesssoft Technologies Limited,2.0
2024,Jan,E-Soft Consulting Limited,1.0
2024,Jan,Eaton Intelligent Power Limited,1.0
2024,Jan,Ecce And Play Early Childhood Ireland,1.0
2024,Jan,Ecogra Limited,1.0
2024,Jan,Ecoroots Ltd,1.0
2024,Jan,Ehealth And Disruptive Technologies,1.0
2024,Jan,Eirebloc,2.0
2024,Jan,Ej Ireland Access Solutions Ltd,1.0
2024,Jan,El Grito Limited,1.0
2024,Jan,Electricity Supply Board,7.0
2024,Jan,Element Pictures Limited,1.0
2024,Jan,Eli Lilly Cork Limited,2.0
2024,Jan,Eli Lilly Kinsale Limited,3.0
2024,Jan,Elis Textile Services Limited,1.0
2024,Jan,Eliza Care Limited,3.0
2024,Jan,Ellab Ireland Ltd,2.0
2024,Jan,Elliott Building And Civil Engineering Ltd,1.0
2024,Jan,Elm Fireplaces Ltd,2.0
2024,Jan,Emardress Limited,2.0
2024,Jan,Emc Information Systems International Unlimited Company,3.0
2024,Jan,Emerson Automation Solutions Ireland Limited,3.0
2024,Jan,Emg Tyres Ltd,1.0
2024,Jan,Enfusion Software Limited,1.0
2024,Jan,Ennistymon Tiles Limited,1.0
2024,Jan,Entegro Ltd,4.0
2024,Jan,Entrust Limited,1.0
2024,Jan,Eoghan O'Dwyer,1.0
2024,Jan,Epic Healthcare Systems Ireland Limited,1.0
2024,Jan,Epic Ireland Exhibitions Limited,1.0
2024,Jan,Ergoservices Ltd,2.0
2024,Jan,Ernst & Young,19.0
2024,Jan,Esentire Eu Ltd.,1.0
2024,Jan,Ethos Engineering Ltd,3.0
2024,Jan,Eugene O'Neill,1.0
2024,Jan,Eurocare Healthcare Ltd,4.0
2024,Jan,Eurofins Biomnis Ireland Limited,1.0
2024,Jan,Eurofins Biopharma Product Testing Ireland Limited,1.0
2024,Jan,Eurofins Food Testing Ireland Limited,1.0
2024,Jan,Eurofins Mc Pathology Limited,1.0
2024,Jan,Eurofins Professional Scientific Services Ireland Limited,1.0
2024,Jan,European Refreshments Unlimited Company,2.0
2024,Jan,Evercube Ltd,1.0
2024,Jan,Everise Labs Ireland Limited,1.0
2024,Jan,F & M Hurley Plant Hire (Schull) Limited,2.0
2024,Jan,F.P.T. Taverns Ltd.,1.0
2024,Jan,Fairfield Nursing Home Ltd.,2.0
2024,Jan,Fairlawns Nursing Home Limited,1.0
2024,Jan,Faneside Transport Ltd,1.0
2024,Jan,Farmer Browns Eatery Limited,1.0
2024,Jan,Farmway Dairy Limited,1.0
2024,Jan,Farrel Food Restaurant Limited,1.0
2024,Jan,Fashion Flo Limited,1.0
2024,Jan,Favaudon & Forkan Ltd T/A Christophe'S,1.0
2024,Jan,Fehily Timoney & Company,3.0
2024,Jan,Fennor Hill Care Facility Limited,1.0
2024,Jan,Ffnh Limited,5.0
2024,Jan,Firebyrd Chicken Limited,1.0
2024,Jan,First Care Beneavin House Limited,1.0
2024,Jan,Fisc Ireland Limited,4.0
2024,Jan,Fiserv Solutions (Europe) Limited,3.0
2024,Jan,Fit For Life Ltd,1.0
2024,Jan,Focusphere Limited,1.0
2024,Jan,Foodcloud Clg,1.0
2024,Jan,Forescout Technologies Ireland Limited,1.0
2024,Jan,Formula Networks Limited,1.0
2024,Jan,Fortune Terrace Limited,2.0
2024,Jan,Foundry Visionmongers (Ireland) Limited,1.0
2024,Jan,Fournier Laboratories Ireland Limited,1.0
2024,Jan,Foxberry Ltd,4.0
2024,Jan,Frank J Bourke Ltd,1.0
2024,Jan,Fresh Grocery Delivery Services Limited,1.0
2024,Jan,Fresh Halal Food Ireland Limited,1.0
2024,Jan,Freshways Food Co,1.0
2024,Jan,Fsc Engineering Limited,1.0
2024,Jan,Fuschia Lane Ltd,1.0
2024,Jan,Future Proof Marketing Ltd.,1.0
2024,Jan,Futurenergy Ireland Development Designated Activity Company,1.0
2024,Jan,G&J O'Neill Enterprises Ltd,1.0
2024,Jan,Gaeltec Utilities Limited,10.0
2024,Jan,Galway Clinic Doughiska Unlimited Company,17.0
2024,Jan,Galway Roscommon Mental Health Service,2.0
2024,Jan,Galway Tool And Mould Innovations Ltd,1.0
2024,Jan,Galway University Hospital,22.0
2024,Jan,Garbally View Nursing Homes Limited,1.0
2024,Jan,Gartner Ireland Limited,1.0
2024,Jan,Gavin And Doherty Geosolutions Ltd.,1.0
2024,Jan,Gdc Construction Services Limited,2.0
2024,Jan,Ge Energy (Ireland) Limited,3.0
2024,Jan,Geary’S Garage Ltd.,1.0
2024,Jan,General Electric International Inc.,1.0
2024,Jan,Genesys Cloud Services Ireland Limited,1.0
2024,Jan,Glanbia Management Services Limited,1.0
2024,Jan,Glanua Ireland Limited,1.0
2024,Jan,Glanway Limited,1.0
2024,Jan,Glaxosmithkline Dungarvan Limited,2.0
2024,Jan,Gleeson Steel Engineering Ltd,1.0
2024,Jan,Glenageary Nursing Home Limited,2.0
2024,Jan,Glenferry Coaches Limited,1.0
2024,Jan,Glenform Structures Limited,7.0
2024,Jan,Glengara Park Nursing Home Limited,2.0
2024,Jan,Glenowen Hotel Limited,1.0
2024,Jan,Glenview Green Energy Company Ltd,1.0
2024,Jan,Global Sights Innovation Limited,3.0
2024,Jan,Gmc Utilities Group Limited,1.0
2024,Jan,Gn Lexington Property Ltd,2.0
2024,Jan,Goal,1.0
2024,Jan,Gold Century Investments Limited,1.0
2024,Jan,Golden Dale Unlimited Company,3.0
2024,Jan,Golden East Fried Chicken Limited T/A Hillbillys Fried Chicken,2.0
2024,Jan,Golden Nursing Homes Ltd,1.0
2024,Jan,Good Day Catering Limited,1.0
2024,Jan,Google Cloud Emea Limited,4.0
2024,Jan,Google Ireland Limited,42.0
2024,Jan,Grady Window Manufacturers Limited,2.0
2024,Jan,Grafton Group Plc,1.0
2024,Jan,Grahmark Medical Unlimited Company,1.0
2024,Jan,Grand Hotel Malahide Ltd,1.0
2024,Jan,Grant Thornton,7.0
2024,Jan,Grant Thornton Corporate Finance Limited,3.0
2024,Jan,Grasstec Advance Limited,1.0
2024,Jan,Gray Integrated Services Of Europe Limited,2.0
2024,Jan,Green Pasture Meat Processors Limited,3.0
2024,Jan,Green Pastures (Donegal) Unlimited Company,1.0
2024,Jan,Greencroft Consultants Ltd,1.0
2024,Jan,Greenhills Dairies Ltd,1.0
2024,Jan,Greenland Property Management Investment Limited,1.0
2024,Jan,Greenmast Limited,2.0
2024,Jan,Greenvalley Transport Plant Hire Ltd,1.0
2024,Jan,Greysal Restaurants Ltd,2.0
2024,Jan,Greystones Nursing Home,1.0
2024,Jan,Gridbeyond Limited,1.0
2024,Jan,Guang Rui Limited,1.0
2024,Jan,Guidewire Software (Ireland) Limited,1.0
2024,Jan,Gunn Lennon Fabrications Ltd.,1.0
2024,Jan,Gxo Logistics Ireland Limited,1.0
2024,Jan,H And W Plastering Ltd,2.0
2024,Jan,H.Mclaughlin & Sons Limited,1.0
2024,Jan,Hamilton Corporate Limited,1.0
2024,Jan,Hamilton Park Care Centre Ltd,3.0
2024,Jan,Hamlet Court Hotel Ltd,1.0
2024,Jan,Hampton'S Bar & Grill Limited,2.0
2024,Jan,Handi Foods Limited,1.0
2024,Jan,Handy Food Innovation Ltd,1.0
2024,Jan,Happy Garden Chinese Restaurant Limited,1.0
2024,Jan,Happy Marketing And Media Ltd,1.0
2024,Jan,Haritha Limited,1.0
2024,Jan,Haven Bay Care Centre Limited,6.0
2024,Jan,Hcl (Ireland) Information Systems Limited,7.0
2024,Jan,Headfort Arms Limited,1.0
2024,Jan,Health Service Executive,2.0
2024,Jan,Health Service Executive Ch01,5.0
2024,Jan,Health Service Executive Mid West Mental Health Services,2.0
2024,Jan,Health Services Executive,1.0
2024,Jan,Health Services Staffs Credit Union Limited,1.0
2024,Jan,Henson Foods Limited,1.0
2024,Jan,Hermitage Clinic,3.0
2024,Jan,Hermitage Clinic Unlimited Company,3.0
2024,Jan,Hewlett-Packard Galway Limited,2.0
2024,Jan,Hi Spec Engineering Ltd,1.0
2024,Jan,Hibernia Services Limited,4.0
2024,Jan,Hidden Hearing Ltd,1.0
2024,Jan,Hidden Valley Restaurant Limited,1.0
2024,Jan,Hilltop Capital Limited,1.0
2024,Jan,Hillview Convalescence And Nursing Home Limited,1.0
2024,Jan,Hineys Of Crossmolina Limited,1.0
2024,Jan,Hitachi High-Tech Ireland Ltd,1.0
2024,Jan,Hitianland Ltd,3.0
2024,Jan,Hobartstown Ltd,4.0
2024,Jan,Holgrove Limited,2.0
2024,Jan,Holy Family Nursing Home Ltd,1.0
2024,Jan,Homecare Health Services Ireland Ltd,8.0
2024,Jan,Homecarer Trusted Independent Living,1.0
2024,Jan,Honestar Limited,1.0
2024,Jan,Honey Mountain It Solutions Limited,1.0
2024,Jan,Honey Truffle Limited,1.0
2024,Jan,Honeywell Advanced Limited,1.0
2024,Jan,Honeywell Control Systems Limited,1.0
2024,Jan,Hoong Fei Catering Limited,1.0
2024,Jan,Hotel Merrion Limited,6.0
2024,Jan,House Of St Camillus,5.0
2024,Jan,Howard Farms Ltd,1.0
2024,Jan,Hp Technology Ireland Limited,1.0
2024,Jan,Hse Cho Dublin North City And County,4.0
2024,Jan,Hse Community Healthcare East,1.0
2024,Jan,Hse Dskww Community Healthcare,4.0
2024,Jan,Hse North Dublin Mental Health Services,2.0
2024,Jan,Hse Service Executive (Cho 5),1.0
2024,Jan,Hse West (Limerick),3.0
2024,Jan,Hsk Plants Limited,1.0
2024,Jan,Huawei Technologies (Ireland) Co Ltd,5.0
2024,Jan,Huaxiang Xue,2.0
2024,Jan,Humar Ltd,2.0
2024,Jan,Hussein & Jeanette Ali Ltd,3.0
2024,Jan,I And Z Ventures Limited,1.0
2024,Jan,Iarnród Éireann - Irish Rail,1.0
2024,Jan,Ibm Global Services Limited,3.0
2024,Jan,Ibm Ireland Product Distribution Limited,4.0
2024,Jan,Icds Constructors Limited,1.0
2024,Jan,Ichiban Catering Limited,1.0
2024,Jan,Id Pal Limited,1.0
2024,Jan,Idaso Limited,1.0
2024,Jan,Iman Casings Ireland Limited,1.0
