Year,Company,Total
2017,Beacon Hospital Sandyford Ltd,14
2017,Beaumont Convalescent Home,1
2017,Beaumont Hospital,183
2017,Bechtle Direct Company,1
2017,Becoco Ltd,1
2017,Becton Dickinson Research Centre Ireland Ltd,21
2017,Beech Lodge Care Facility Ltd,1
2017,Beech Tree Healthcare Limited,5
2017,Beechfield Nursing Homes Limited,13
2017,Beechwood House Nursing Home Limited,6
2017,Behaviour & Attitudes Ltd,2
2017,Bellerophon Ltd,1
2017,Belmont Care Limited,11
2017,Beneavin House Limited,7
2017,Beneavin Lodge Ltd,7
2017,Benetel Limited,1
2017,Berkley Recruitment (Group) Limited,3
2017,Beta Electronics Limited,1
2017,Betstone Ltd,1
2017,Bg Equine International Limited,1
2017,Bh It Consulting Limited,1
2017,Bhappa Singh T/A Pure Indian Takeaway,1
2017,Bijenderi Adhikari,1
2017,Bik Yee Wong,1
2017,Bikeexchange Ltd.,1
2017,Bio-Marine Ingredients Ireland Ltd,1
2017,Bio-Medical Research Ltd,2
2017,Bioatlantis Ltd,2
2017,Biotech Europe Meditech Inc Limited,1
2017,Bishopscourt Residential Care Ltd.,2
2017,Bizimply Limited,1
2017,Bjps Ltd.,1
2017,Bke Care Ltd,1
2017,Black Box Software Development Services Limited,1
2017,Black Box Software Development Services Ltd.,1
2017,Blackrock Clinic,19
2017,Blackrock Investment Management (Dublin) Limited,3
2017,Blackrocks Nursing Home,1
2017,Blackstone / Gso Debt Funds Management Europe Limited,2
2017,Blairs Hills Nursing Home Limited,3
2017,Bleeperbike Ireland Opco Limited,1
2017,Blizzard Entertainment Ireland Ltd,16
2017,Bloomfield Care Centre Ltd,9
2017,Blooms Hotel,1
2017,Blue Face Ltd T/A Blueface,1
2017,Blue Insurances Ltd,3
2017,Blue Way Limited,1
2017,Bluebell Care Limited,3
2017,Bluemetrix Ltd,1
2017,Bmb Hotel Management,1
2017,Bmw Automotive Ireland Limited,1
2017,Bnp Paribas Fund Administration Services (Ireland) Limited,1
2017,Board Risks Decisions Systems Limited,1
2017,Body Safety Limited,2
2017,Boeing Ireland Limited,3
2017,Bolden Nursing Limited,4
2017,Boliden Tara Mines Ltd,1
2017,Bombay Palace Restaurant (Cork),1
2017,Bon Secours Health System Clg,4
2017,Bon Secours Health System Company Limited By Guarantee,5
2017,Bon Secours Health Systems,23
2017,"Bon Secours Hospital, Kerry",6
2017,Bootstrap Ltd.,3
2017,Boran Plastic Packaging Ltd,1
2017,Bord Gais Energy Ltd,2
2017,Bord Na Mona Environmental Limited,1
2017,Borderfree Limited,1
2017,Boston Scientific Limited,1
2017,Boston Scientific Ltd,5
2017,Botb Ireland Ltd,1
2017,Boulder Media Ltd,4
2017,Boxever Limited,1
2017,Boylesports Limited,1
2017,Boyne Grove Fruit Farm Ltd.,1
2017,Boyne Valley Meats Ltd,5
2017,Bq House Take Away,1
2017,Braithwaite Technology Consultants Limited,1
2017,Bramleigh Lodge Nursing Home Limited,2
2017,Brandon House Hotel & Leisure Centre,2
2017,Breezeglen Ltd,2
2017,Brehon Care Limited,2
2017,Brian Walker Holdings Limited,1
2017,Bridgelynn Limited,2
2017,Bridhaven Nursing Home,13
2017,Brightwater Selection(Irl)Ltd.,1
2017,Brindley Manor Federation Of Nursing Homes Unlimited Company,1
2017,Brivant Ltd,2
2017,Brook Technical Services,1
2017,Brookfield Care Services Limited,4
2017,Brookhaven Nursing Home Ltd,3
2017,Brothers Of Charity Services Ireland,2
2017,Brown Bag Films Ltd,19
2017,Brown Bag Films Unlimited Company,12
2017,Brown Brothers Harriman Trustee Services (Ireland) Limited,3
2017,Browserstack Limited,1
2017,Brymore House Nursing Home Ltd,1
2017,Bsi Cybersecurity And Information Resilience (Ireland) Limited,1
2017,Bt Communications Ireland Limited,2
2017,Buddha Lounge & Restaurant Ltd,1
2017,Bunclody Engineering Company Limited,1
2017,Bushmount Nursing Home Ltd,3
2017,Business Edge Ltd,1
2017,Business Objects Software Ltd,5
2017,Business Recovery Services Limited,1
2017,Business To Arts,1
2017,Buy4Now Ltd,1
2017,Cableplan,1
2017,Cahereen Residential Care Ltd,1
2017,Cainthus Ireland Ltd,3
2017,Caiseal Geal Teoranta,1
2017,Calc Global Leasing Limited,2
2017,Calor Teoranta,1
2017,Cambio Investments Ltd,1
2017,Camile Thai Kitchen Limited,1
2017,Camillus Healthcare Limited,1
2017,Campion Mechanical & Electrical Engineering Ltd,1
2017,Candela Healthcare Ltd,7
2017,Candy Shop,1
2017,Capernaum Limited T/A Advance Learning,1
2017,Capgemini Sogeti Ireland Ltd,51
2017,Capita Asset Services (Ireland) Limited,1
2017,Capita Ib Solutions (Ireland) Limited,1
2017,Capita Life And Pensions Services (Ireland) Limited,1
2017,Capital Markets Recruitment Limited,1
2017,Capp Evoluer Ltd,1
2017,Cappoglen Limited,1
2017,Cara Senior Care Ltd,1
2017,Carbeth Consulting Limited,1
2017,Cardinal Health Ireland 508 Limited,6
2017,Carechoice Clonakilty,3
2017,Carechoice Dungarvan,6
2017,Carechoice Macroom,5
2017,Carechoice Montenotte,6
2017,Caring Hands Ltd,2
2017,Carlow/Kilkenny Mental Health Services,19
2017,Carlson Wagonlit Ireland Limited,1
2017,Carlton Dental Care Limited,1
2017,Carmen Ka Mon Chen,1
2017,Carr Sons Seafood Ltd,1
2017,Carrigoran House,1
2017,Cashel Care Ltd,1
2017,Castle Rock Media Limited,1
2017,Castle Rook Limited,4
2017,Castleturvin House Nursing Home Ltd,2
2017,Cavan General Hospital,109
2017,Cavan Monaghan Mental Health Service,10
2017,Cb Pub Management Limited,1
2017,Cbre Unlimited Company,1
2017,Cckf Limited,1
2017,Cct International Marketing Limited,2
2017,Cct Marketing International Limited,1
2017,Cdb Aviation Lease Finance Dac,2
2017,Cdk Global Automotive Systems (Ireland) Limited,1
2017,Cecil Street Pharmacy Ltd,1
2017,Celestica Ireland Limited,1
2017,Celtrak Limited,2
2017,Censeo Resources Limited,1
2017,Central Bank And Financial Services Authority Of Ireland,1
2017,Central Mental Hospital,3
2017,Centric Health,2
2017,Centric Health Primary Care Limited,2
2017,Ceol Agus Bia Limited,1
2017,Ceramicx Ireland Ltd.,1
2017,Cerner Ireland Ltd,3
2017,Cg Power Systems Ireland Limited,1
2017,Ch2M Hill Idc - Limited,7
2017,Chameleon Advertising Technologies Ltd,1
2017,Chandpur Indian Restaurant Limited,1
2017,Chanelle Pharmaceuticals Manufacturing Limited,4
2017,Chanelle Pharmaceuticals Manufacturing Ltd,14
2017,Channelsight,1
2017,Chapter 2 Fitness Limited,1
2017,Charles J. Johnston & Son Limited,1
2017,Charles River Development Ireland Ltd.,1
2017,Charles River Labs Preclin Ser Irl Ltd,1
2017,Chase Paymentech Europe Ltd,1
2017,Chasing Returns Ltd.,1
2017,Cheeverstown House Ltd.,1
2017,Chen Kong Wong,1
2017,Cheng Keong Chong,1
2017,Cherry Grove Nursing Home,1
2017,Cherry Grove Nursing Home Limited,1
2017,Children'S University Hospital Limited,1
2017,Childvision,1
2017,China Link Chinese Takeaway,1
2017,Ching Mei Liew,1
2017,Chooi Yee Foo,1
2017,Chorus Aviation Capital (Ireland) Limited,2
2017,Chris Terry,1
2017,Chubb Ireland Ltd,1
2017,Chungs Cuisine Catering Company Limited,1
2017,Chuong Wang Hou,1
2017,Cinnamon Garden Limited,2
2017,Circle Internet Financial Trading Company Limited,1
2017,Circle K Procurement And Brands Limited,7
2017,Cisco Systems Internetworking (Ireland) Limited,2
2017,Cit Aerospace International,1
2017,Citco Fund Services (Ireland) Limited,9
2017,Citco Technology Management Ireland Limited,3
2017,Citi Bus Limited,1
2017,Citibank Europe Plc,77
2017,Citibank N.A.,16
2017,Citidwell Homes Limited,1
2017,Citrix Systems International Gmbh,1
2017,Citrix Systems Ireland Limited,1
2017,City Pharmacy Ltd,1
2017,City Wonders Limited,1
2017,Citypost Limited,1
2017,Civic Integrated Solutions Ltd,1
2017,Claimsure Slainte (Ireland) Limited,1
2017,Claimvantage Corporation Ltd,3
2017,Clanwilliam Health Limited,2
2017,Clara Nursing Home Limited,2
2017,Clara Nursing Home Ltd,1
2017,Clara Nursing Home Ltd.,1
2017,Claremount Nursing Home Ltd,6
2017,Clarity Learning Systems Limited,1
2017,Clean Communications Limited,2
2017,Clearstream Global Securities Services Ltd,3
2017,Cleartech Engineered Solutions,1
2017,Clearwood Property Management Co Ltd T/A Millhouse Care Centre,4
2017,Client Solutions Limited,5
2017,Climote Ltd,1
2017,Clontarf Cricket Club,1
2017,Clontarf Hospital,2
2017,Cloverland Healthcare Ltd (In Receivership),8
2017,Club Travel Ltd.,7
2017,Cmg Interactive Ltd,1
2017,Cmig Aviation Capital Holding Ireland Dac,1
2017,Cmy Restaurants Ltd,2
2017,Codec-Dss Limited,17
2017,Cognizant Technology Solutions Ireland Limited,85
2017,Cognizant Technology Solutions Ireland Ltd,31
2017,Coinaphoto Ireland Limited,1
2017,Coinglade Limited,1
2017,Colgate Palmolive Support Services,2
2017,College View Ltd T/A College View Nursing Home,2
2017,Colours International Dub Ltd,2
2017,Comhar Linn Into Credit Union Limited,1
2017,Commissioning Agents Ireland Ltd.,6
2017,Commodity Vectors (Ireland) Limited,1
2017,Compass Catering Services Ireland Ltd.,1
2017,Compuhire Limited,1
2017,Compute Systems,1
2017,Computer Placement Limited,4
2017,Compóird Teoranta,5
2017,Comtrade Digital Services Limited,1
2017,Connaught Electronics Limited,26
2017,Connectors Marketplace Limited,1
2017,Connelly Partners Integrated Europe Ltd,1
2017,Connolly Hospital,27
2017,Contextlogic Ireland Limited,1
2017,Continuous Software Limited,2
2017,Contract People Ltd,1
2017,Control Equipment Ltd,1
2017,Cook Ireland Ltd,1
2017,Cooksgrove Ltd.,11
2017,Cooley Nursing Home Ltd T/A Carlingford Nursing Home,1
2017,Coolmine Healthcare Limited,4
2017,Coolmine Healthcare Ltd,1
2017,Cooney Architects,2
2017,Corcra Teal Limited,1
2017,Core Computer Consultants Limited,2
2017,Core Ibs Ltd,1
2017,Cork Association For Autism,1
2017,Cork County Cricket Club,1
2017,Cork English Training World Limited,1
2017,Cork University Hospital,144
2017,Corlytics Ltd,1
2017,Coronation Capital Limited,1
2017,"Corvil, Ltd.",6
2017,Costello'S Brewing Company,1
2017,Costern Limited,13
2017,Country Clean Recycling Unlimited T/A Cork Mini Skips,1
2017,County Roscommon Disability Support Group Clg,1
2017,Coupa Operations Inc.,2
2017,Cowper Care Centre Dac,8
2017,Cowper Care Centre Ltd,13
2017,Cr2 Ltd.,1
2017,Crash Ensemble,1
2017,Crazy Style Ltd,1
2017,Creagh Medical Limited,1
2017,Creative Collisions Limited,2
2017,Credit Suisse Ag Dublin Branch,8
2017,Creganna Unlimited Company,4
2017,Crevinn Teoranta,1
2017,Crh Group Services Limited,6
2017,Cronin Precision Engineering Ltd,1
2017,Croom Rheumatology Research Company Limited By Guarantee,1
2017,Cross Vetpharm Group Ltd. T/A Bimeda,2
2017,Crowley Millar Solicitors,1
2017,Crowleys Dfk Unlimited Company,2
2017,Crystal Cleaning And Maintenance Services Limited,1
2017,Crystal Energy Ltd,1
2017,Crystal Equation Ireland Limited,3
2017,Csec Management Services (Ireland) Ltd,4
2017,Cubematch (Ireland) Limited,4
2017,Cubic Telecom Ltd,2
2017,Cuil Didin Ltd,3
2017,Cup Print Unlimited,1
2017,Currencyfair Limited,1
2017,Custom Compost Unlimited Company,1
2017,Cv Homecare Solutions,1
2017,Cwk Food Processing Limited,1
2017,Cxc Corporate Managed Services Limited,1
2017,Cybersmarties Limited,1
2017,Cylance Ireland Limited,2
2017,Cypress Semiconductor Ireland,2
2017,D B Alliance Ltd,1
2017,D'Amico Tankers Designated Activity Company,1
2017,D'Amico Tankers Ltd,1
2017,D.E.M. Machines Ltd,1
2017,Dabakala Limited T/A Lois Bridges,1
2017,Dairygold Co-Operative Society Limited,2
2017,Dansar Care Limited,2
2017,Dargleglade Limited,1
2017,Darraglynn Nursing Home Ltd,2
2017,Darta Saving Life Assurance Dac,1
2017,Data Exchange Europe,1
2017,Datahug Ltd,2
2017,Datalex Ltd,6
2017,David Lloyd Riverview Operations Irl Ltd,1
2017,Davidson Kempner Ireland Designated Activity Company,2
2017,Davis Events Limited,1
2017,Dawn Farm Foods Ltd,2
2017,Dawn Meats Ireland,20
2017,Dawson Jewellers Ltd,1
2017,Db Business Information Solutions Unlimited Company,12
2017,Db Service Centre Limited,4
2017,Dcm Compliance Limited,1
2017,Dcu Commercial Designated Activity Company,1
2017,De Burgh Equine Limited,1
2017,Dealgan House Nursing Home Ltd,2
2017,Debenhams Retail Ireland Ltd,1
2017,Decawave Limited,2
2017,Declan Black,4
2017,Delahunt 39 Restaurant Ltd.,1
2017,Dell Bank International Designated Activity Company,1
2017,Dell Direct,12
2017,Dell Products Ltd,8
2017,Deloitte,72
2017,Deloitte Technology Solutions Limited,26
2017,Delpac Limited,1
2017,Delpac Ltd,1
2017,Delphi Global Operations Limited,6
2017,Demonware Ltd,1
2017,Demonware Ltd.,1
2017,Dennison Trailers Unlimited Company,1
2017,Denthouse Dental Ltd,1
2017,Depalma Woods Limited,1
2017,Deposify Limited,1
2017,Dermot O'Reilly & Thomas Corcoran,1
2017,Desarc Ltd,1
2017,Desi Curry & Grill Cafe Ltd,1
2017,Designer Group,1
2017,Dhl Express Ireland Ltd,1
2017,Diageo Ireland,2
2017,Diamond Cuisine Limited,2
2017,Diamond Glass Limited,1
2017,Digit Game Studios Ltd,4
2017,Digital Arbitrage Limited,2
2017,Digital Crew Ltd,5
2017,Digital Media Ventures Limited,3
2017,Digital Realty (Management Company) Limited,1
2017,Digital Strategy Consultants Ltd.,2
2017,Dim Sum (Ireland) Limited,1
2017,Disability Federation Of Ireland,1
2017,Dita Eyewear Europe Limited,1
2017,Dmhr Limited,1
2017,Docusign International (Emea) Limited,1
2017,Dominican Sisters Santa Sabina House,2
2017,Donal Macmonagail Agus A Mhic Teoranta,3
2017,Donegal Courier Services Ltd,1
2017,Donegal Holdings Ltd,1
2017,Doosan Trading Limited,2
2017,Doter Ltd. (Lotus Garden),1
2017,Dp Designpro Ltd,1
2017,Dps Engineering & Construction Ltd.,2
2017,Dr George O Mahony Dr Nick Flynn Partnership,1
2017,Dr Sumenthree Moodley,1
2017,Dr. Oetker Ireland Ltd,1
2017,Drakelands Nursing Home Ltd,2
2017,Drescator Ltd,3
2017,Drive Right Holdings Ltd,1
2017,Droimnin Nursing Home Ltd,3
2017,Dropbox International Unlimited Company,7
2017,Drumderrig House Nursing Home Limited,4
2017,Dtos Consultants Limited,1
2017,Dublin Aerospace,1
2017,Dublin City University,3
2017,Dublin College Of Business Studies Ltd.,3
2017,Dublin Ink Social Club Ltd,1
2017,Dublin Institute Of Technology,5
2017,Dublin Mid Leinster Mental Health Services,7
2017,Dublin Moon Limited,1
2017,Dublin North City Mental Health Services,55
2017,Dublin Simon Community,12
2017,Dublin South Central Mental Health Service,4
2017,Dublin Tutorial Centre Limited,1
2017,Ducalla Limited,1
2017,Dun Laoghaire Sushi Ltd,1
2017,Dunbia Kilbeggan,2
2017,Dunboyne Nursing Home Limited,2
2017,Dundas Limited,3
2017,Dunnes Stores Limited (Dublin),1
2017,Dunraven Arms Hotel,1
2017,Dunraven Systems,1
2017,Dynamic Retail Services Limited,1
2017,E-Nasc Eireann Teoranta,2
2017,E-Pire Limited,1
2017,E-Search Limited T/A Newsweaver,1
2017,E-Spatial Solutions Ltd.,1
2017,Earlsfort Centre Hotel Proprietors Limited T/A Conrad International Hotel,1
2017,Eastway Technical Consultants Ltd,1
2017,Eaton Industries (Ireland) Limited,3
2017,Ebay Europe Services Ltd,3
2017,Ecommodation Lab Ltd,1
2017,Econiq Limited,1
2017,Ecovis Dca Limited,1
2017,Ed Advanced Medical Services Ltd,1
2017,Edelle Logan,1
2017,Edi Factory Ltd,8
2017,Education Management Corporation Ltd,1
2017,Edward Pakenham,2
2017,Egis Road & Tunnel Operation Ireland Limited,1
2017,Egutta Limited,1
2017,Eha Corporate Ltd,1
2017,Eircom Limited,1
2017,Eirespan Distribution Ltd,1
2017,Eisnerampermko Ltd,2
2017,Elaine And Timothy Leary Partnership,1
2017,Elavon Financial Services Dac,3
2017,Elavon Financial Services Ltd,1
2017,Elder Nursing Home Charleville Ltd,2
2017,Elder Nursing Homes Ltd,4
2017,Elder Nursing Homes Ltd T/A Lakes Nursing Home,3
2017,Eleana Foran,1
2017,Electricity Supply Board,15
2017,Electronic Arts Ireland Limited,1
2017,Electroroute Market Access Limited,2
2017,Element Fleet Technology Limited,5
2017,Element Six Ltd,1
2017,Elephants Don'T Forget Limited,2
2017,Eli Lilly Kinsale Limited,11
2017,Eli Lilly S.A. - Irish Branch,4
2017,Eli Lilly Sa,1
2017,Elix Aviation Capital Limited,1
2017,Eliza Care Ltd,6
2017,Ellucian Ireland Limited,2
2017,Elm Consulting And Solutions Limited,1
2017,Emagine Media Ltd,1
2017,Embed Technical Transfer Limited,1
2017,Emc Information Systems International,13
2017,Emerald Restaurants Ltd,1
2017,Emergenetics Ireland Ltd,1
2017,Emerson Process Management Limited,12
2017,Emerson Process Management Ltd,7
2017,Empowertheuser (Etu) Ltd,1
2017,Enbio Ltd,1
2017,Encription Ireland Ltd,1
2017,Endo Ventures Limited,1
2017,Enernoc Ireland Ltd,4
2017,Engine Lease Finance Corp,3
2017,Engine Solutions Limited,1
2017,"Engis Technologies, Inc.",1
2017,Enhanced Element Limited,1
2017,Enigmasoft Limited,1
2017,Enovation Solutions Limited,1
2017,Enroc Consulting Limited,1
2017,Entercoms Global Operations Ltd,1
2017,Enterprise Registry Solutions Ltd,1
2017,Enterprise Solutions,1
2017,Enterprise System Partners Limited,2
2017,Entry Point North Ireland Dac,1
2017,Ents Transport Limited,1
2017,Epic Ireland Exhibitions Limited,1
2017,Equiendo Limited,1
2017,Equifax Technology (Ireland) Limited,29
2017,Equinix Ireland Enterprises Limited,1
2017,Ergoservice Ltd,1
2017,Ergoservices Limited,2
2017,Ergoservices Ltd,5
2017,Erica Conaty,1
2017,Ernst & Young,100
2017,Ernst & Young Services (Ireland) Ltd,1
2017,Erova Energy Ltd,1
2017,Errigal Operations Software Ltd,4
2017,Ers Computer Solutions Limited,1
2017,Esentire E.U Ltd,1
2017,Esker Ri,1
2017,Ethiopian Airlines Enterprise,4
2017,Etihad Airways Pjsc,1
2017,Etrawler Ltd,12
2017,Etrm Services Ireland Limited,1
2017,Euro Care Healthcare Limited,1
