Year,Company,Total
2013,Anthony Moran T/A Aaa Baanpai Thai Massage,1
2013,Antonio Cascella And Valerie Cascella,1
2013,Anurath Limited,2
2013,Aol Global Operations Limited,4
2013,Aol Technologies Ireland Limited,3
2013,Aon Centre For Innovation & Analytics Limited,1
2013,Apple Distribution International,8
2013,Apple Operations Europe,8
2013,Apple Sales International-Irish Branch,3
2013,Applied Process Consulting Limited,1
2013,Arantico Limited,2
2013,Arbor Pharmaceuticals Ireland Ltd,1
2013,Ard Services Limited,3
2013,Ardan 1 Development Centre Limited,1
2013,Ardeeshal Lodge Limited,1
2013,Ardmac Ltd(Santry),1
2013,Aristotle It Services Ltd,1
2013,Arka Merchants Limited,1
2013,Arvato Finance Services Ltd,4
2013,Ashbourne Rugby Football Club,1
2013,Ashgar Ali T/A Village Inn,1
2013,Ashjen Ltd,1
2013,Ashlawn House Nursing Home,1
2013,Ashling Microsystems,1
2013,Asi It Consulting Limited,3
2013,Asian Bar Investment Ltd,2
2013,Aspect Software Irl Ltd,2
2013,Aspen Pharma Trading Limited,2
2013,Aspire Technology Limited,3
2013,Assisi Ltd,1
2013,Astellas Ireland Ltd,5
2013,Async Technologies Ltd,1
2013,Atlanta House Nursing Home,1
2013,Avego Ltd,1
2013,Avery Dennison,7
2013,Aviva Group Services Ireland Limited,2
2013,Avolon Aerospace Leasing Limited,1
2013,Awas (Ireland) Ltd,2
2013,Axa Life Europe Ltd,1
2013,Ayurveda Consultancy Ltd,1
2013,Aztec Exchange Limited,1
2013,Baan Siam Cuisine Ltd,1
2013,Baan Thai Cuisine Ltd.,1
2013,Back From The Future Limited,1
2013,Badger & Dodo Boutique Coffee Roasters Ltd.,1
2013,Bagram Foods Ltd,2
2013,Bahaa Marks Limited,1
2013,Balbriggan Cricket Club,1
2013,Ballincurrig Care Centre Ltd,2
2013,Ballydoyle Racing (Golden Dale) Limited.,1
2013,Bank Of Ireland,1
2013,Barath Limited,1
2013,Barberstown Holdings Ltd T/A Barberstown Castle,1
2013,Bard Na Ngleann Teoranta,1
2013,Barnardos,1
2013,Barracuda Fx Ltd.,1
2013,Barravore Ltd,1
2013,Barringtons Medical Centre,1
2013,Bayer Limited,3
2013,Bdo Simpson Xavier,1
2013,Beanbag Ltd,1
2013,Beata Jezekova,1
2013,Beaumont Hospital,5
2013,Beauty Plus Brow Bar (Ireland) Limited,1
2013,Beckman Coulter Irl Ltd,1
2013,Beech Lodge Care Facility Ltd,2
2013,Beech Tree Healthcare Limited,1
2013,Beneavin House Limited,1
2013,Beneavin Lodge Ltd,1
2013,Bentley Systems International Limited,1
2013,Berkley Recruitment (Group) Limited,2
2013,Bernard P Byrne,1
2013,Biba Logan T/A Thai Massage,1
2013,Big Dogg Technologies Limited,2
2013,Bing Chi Chau,1
2013,Bioatlantis Ltd,1
2013,Biogen Idec (Ireland) Limited,1
2013,Biomarin Manufacturing Ireland Ltd,1
2013,Bioplastech Ltd,1
2013,Bioware Ireland Limited,1
2013,Bishopscourt Residential Care Ltd.,3
2013,Bix It Services Limited,4
2013,Blackrock Clinic,1
2013,Blackrock Investment Management (Uk) Limited,2
2013,Blarney Nursing And Retirement Home Ltd,1
2013,Blg Financial Consultants Ltd,1
2013,Blizzard Entertainment Ireland Ltd,20
2013,Blockstar Limited,1
2013,Bloomfield Care Centre Ltd,1
2013,Blue Demons Basketball Club,1
2013,Bluecare Limited,1
2013,Bob Loblaw & Co Limited,1
2013,Body Safety Limited,1
2013,Bolden Nursing Limited,2
2013,Boliden Tara Mines Ltd,1
2013,Bon Secours Hospital,1
2013,"Bon Secours Hospital, Cork",9
2013,"Bon Secours Hospital, Dublin",1
2013,"Bon Secours Hospital, Kerry",2
2013,Bonanza Food Limited,1
2013,Bootstrap Ltd.,1
2013,Boran Plastic Packaging Ltd,1
2013,Boston Scientific Clonmel Ltd,1
2013,Boston Scientific Ireland,1
2013,Boylan & Dodd Chartered Accountants,1
2013,Brandes Investment Partners Limited,1
2013,Brd Nursing Home Ltd,1
2013,Brecon (Care) Limited,2
2013,Brehon Care Limited,3
2013,Bresco Ltd.,1
2013,Brian Rutledge,2
2013,Bridgelynn Limited,2
2013,Bright Horizons Family Solutions Ireland Ltd,1
2013,Broadford Cleaning And Maintenance Services Ltd,2
2013,Brookfield Care Services Ltd T/A Brookfield Care Centre,2
2013,Brown Bag Films Ltd,13
2013,Brown Brothers Harriman Fund Administration Services Ltd,2
2013,Brushfield Ltd,2
2013,Brymore House Nursing Home Ltd,2
2013,Bsire Group Ltd,3
2013,Bt Ireland Communications Ltd T/A Bt Ireland,2
2013,Bulgari Ireland Limited,1
2013,Bunratty Shopping Village Ltd,2
2013,Burnside Autocyl Limited,1
2013,Bushgrove Ltd,1
2013,Business Objects Software Ltd,4
2013,Bustec Production Ltd,1
2013,Butterfield Fulcrum Group (Ireland) Ltd.,2
2013,C & F Automotive,1
2013,C I Consultancy Ltd,5
2013,Cabrich Ltd.,1
2013,Cabrich Ltd. (Diep Le Shaker),3
2013,Caci Non-Life Limited,1
2013,Cactus Limited,1
2013,Cadmus Software Ltd,2
2013,Camba.Tv Ltd,1
2013,Cameron Ireland Limited,1
2013,Campbell Catering Limited Head Office,1
2013,Canada Life Group Services Ltd,3
2013,Candela Healthcare Ltd,2
2013,Capita Ib Solutions (Ireland) Limited,1
2013,Capital (Hair & Beauty) Ltd,1
2013,Cara Child Care Limited,1
2013,Cardel Entertainment Limited,1
2013,Care & Cure Trading Limited,1
2013,Carechoice (Dungaravan) Ltd,1
2013,Carechoice (Macroom) Ltd,2
2013,Carechoice Ballynoe Ltd,1
2013,Carechoice Montenotte Limited,5
2013,Carmel Corrigan T/A Copper And Spices,2
2013,Carne Global Financial Services Ltd,1
2013,Caroline Acheson,1
2013,Carton Bros Ltd,4
2013,Carysfort Nursing Home,1
2013,Cased Dimensions Ltd.,3
2013,Cashel House Hotel,1
2013,Caspo Asian Cuisine Ltd,1
2013,Castlecourt Hotel,1
2013,Catherine Halley T/A Rathfarnham Beauty Clinic,1
2013,Cdm Smith Ireland Limited,1
2013,Central Bank And Financial Services Authority Of Ireland,1
2013,Cerner Ireland Ltd,1
2013,Ch2M Hill International Ltd,6
2013,Chan Holdings Limited,1
2013,Chan Holdings Limited T/A Jade Garden Chinese Restaurant,2
2013,Charlemont Hotels Limited,1
2013,Charterhouse Financial Services Ltd,1
2013,Charts Pms Ltd,1
2013,Chatter Creators Limited,1
2013,Chc Ireland Limited,1
2013,Children'S University Hospital,2
2013,Chilli Banana Restaurant,2
2013,Christ Evangelical Ministry Of Christ Apostolic Church (Ireland) Trust,1
2013,Christian Brothers Swords T/A Emmaus Retreat Centre,1
2013,Christian Initiatives,1
2013,Chrysalis Centre Ltd,1
2013,Chyj Limited,1
2013,Cinnamon Garden Limited,1
2013,Cisco Systems Internetworking (Ireland) Limited,1
2013,Citco Fund Services Ireland Limited,3
2013,Citco Global Securities Services Ltd,1
2013,Citibank Europe Plc,14
2013,Citibank International Plc,1
2013,Citibank N.A.,2
2013,Citrix Online Ireland Ltd,2
2013,Cityjet,1
2013,Citywest Resort Ltd,1
2013,Clancy'S Foodstore Ltd.,1
2013,Classic Software Manufacturing Ltd,1
2013,Clavis Technology,2
2013,Cleveray Ltd,1
2013,Client Solutions Limited,2
2013,Clontarf Castle Hotel,1
2013,Clontarf Cricket Club,1
2013,Cloudcards Limited,1
2013,Cloverland Healthcare Ltd,3
2013,Club Na Muinteoiri,1
2013,Club Travel Ltd.,1
2013,Coca-Cola Hbc Ireland Limited,2
2013,Cognizant Technology Solutions Ireland Ltd,58
2013,Colin Burke Electrical Ltd,1
2013,Colour World Print Ltd,1
2013,Comerford Brothers Limited,5
2013,Complete Business Solutions,2
2013,Complete Network Technology,1
2013,Compufast Software Limited,1
2013,Computer Systems Group Ltd.,1
2013,Connacht Branch Irfu,1
2013,Connaught Electronics Limited,43
2013,Connemara Seafoods Frozen Ltd,1
2013,Cooksgrove Ltd.,3
2013,Coolamber Hotel Ltd,1
2013,Cooley Nursing Home Ltd T/A Carlingford Nursing Home,1
2013,Coolnagour Ltd.,1
2013,Cooper Industries Trading Limited,4
2013,Core Ibs Ltd,1
2013,Corinthian Hockey Club,3
2013,Cormac Mohan,1
2013,Costern Limited,1
2013,Covali Limited,2
2013,Cr2 Ltd.,2
2013,Craddock House Nursing Home,1
2013,Creganna Tactx Medical,2
2013,Creme Software Limited,1
2013,Crh Group Services Limited,4
2013,Crookstown Motors And Tyre Centre Ltd.,2
2013,Crossfit Ireland Ltd,1
2013,Crowley'S Pharmacy,1
2013,Csc Computer Sciences Ireland Ltd,1
2013,Csj Dominos (Carlow) Ltd T/A Dominos Pizza,1
2013,Cuil Didin Ltd,1
2013,Culross Marketing Services Limited,1
2013,Cv Homecare Solutions Ltd,1
2013,Cw Capital Asset Management Llc,5
2013,Cyber Resources Software Technology (Ireland) Limited,1
2013,Cypress Semiconductor Ireland,2
2013,D&B Business Information Solutions,1
2013,Daa Airport Services Limited,1
2013,Dabakala Limited T/A Lois Bridges,1
2013,Daifuku America Corp,2
2013,Dainippon Screen Ireland Limited,1
2013,Dame Street Chiropractic Ltd,1
2013,Danu Technologies Limited,1
2013,Datalex Ltd,1
2013,Daughters Of Charity Of St. Vincent De Paul,1
2013,David Wachman And Company Ltd.,1
2013,Dawn Farm Foods Ltd,2
2013,Dawn Fresh Foods Ltd,1
2013,Dawn Meats Ireland,4
2013,Day Tour Adventures Ltd,1
2013,Daysha Consulting,1
2013,Db Service Centre Limited,1
2013,Dba Logic Ltd,1
2013,Ddfh&B Limited T/A Ddfh&B Advertising,1
2013,Deal News Limited,1
2013,Decare Systems Ireland Limited,1
2013,Decawave Limited,2
2013,Deirdre Dempster,1
2013,Dell Direct,16
2013,Dell Products Ltd,2
2013,Dell Software International Limited,3
2013,Dell Technology & Solutions Limited,78
2013,Deloitte & Touche,12
2013,Deloitte & Touche Overseas Projects Llc,1
2013,Deloitte Consulting India Private Limited,1
2013,Deloitte Mcs Ltd,1
2013,Demand Media Europe Ltd.,2
2013,Demonware Ltd,3
2013,Dentaltech Ltd,1
2013,Depfa Bank Plc,1
2013,Dermot K. Weld,4
2013,Design Partners Ltd.,1
2013,Detica Solutions Limited,2
2013,Dhaka Stores Limited,1
2013,Diageo Ireland,4
2013,Digisoft.Tv,1
2013,Digitize New Media Ltd,1
2013,Direct Medical Ltd,1
2013,Dita Eyewear Europe Limited,1
2013,Dockrell'S Vegetable Growers,1
2013,Domestic And General Property Support Services Ltd,9
2013,Donal A Hynes,1
2013,Donal Brady,1
2013,Donal Macmonagail Agus A Mhic Teoranta,1
2013,Doolan Retail Limited,1
2013,Doonbeg Golf Club,1
2013,Douglas & Kaldi@Dundrum Limited,1
2013,Dps Engineering & Construction Ltd.,1
2013,Dr John & Evelyn White,1
2013,Dr Suzanne Norris,1
2013,Dr. Douglas Meckelborg,1
2013,Dr. Helen Fenlon,1
2013,Dr. Hussain Bhatti & Dr. Al Bhatti,2
2013,Dr. Hussain Bhatti & Dr. Al Hatti,2
2013,Dr. Mamoon Rashid,1
2013,Dr. Muhammad Jamil,1
2013,Dream Weddings Ltd,1
2013,Drescator Ltd,2
2013,Dromoland Castle Limited,1
2013,Dropbox Ireland Limited,8
2013,Dublin Airport Authority,1
2013,Dublin Airport Authority Limited,2
2013,Dublin City University,1
2013,Dublin Fringe Festival Limited,1
2013,Dublin Institute Of Technology (Pembroke Street),1
2013,Dublin It Solution Limited,1
2013,Dublin West Home Help Limited,1
2013,Duffys Circus Ltd,6
2013,Dunbia Kilbeggan,2
2013,Dundas Limited,1
2013,Dunleavy Meats Ltd.,1
2013,Dunnhumby Ireland Limited,1
2013,Duolog Technologies Limited,1
2013,Duraiappan Consultancy Services Ltd,1
2013,Dyne Information Technology & Services Ltd,1
2013,E-Careerguidance.Com Ltd,1
2013,Eamonn Connor,1
2013,Eastbrook Services Ltd T/A Leo Burnett Associates,1
2013,Eaton Industries (Ireland) Limited,2
2013,Ebay Europe Services Ltd,3
2013,Eclipse Care Limited,1
2013,Eco Nova Ltd T/A Eco Pizzeria,2
2013,Economic And Social Research Institute.,1
2013,Eden Further Education Ltd,2
2013,Edenlough Ltd,1
2013,Edward P Harty Racing Limited,1
2013,Edwards Vacuum Technology Ireland Limited,2
2013,Ef International Language Schools Ltd.,1
2013,Egutta Limited,1
2013,Ekf Diagnostics Limited,1
2013,Elaine Connolly,1
2013,Elan Pharma International Limited,1
2013,Elanco Animal Health Ireland Limited,1
2013,Eldabane Properties Limited,2
2013,Elder Nursing Homes Ltd T/A Lakes Nursing Home,1
2013,Electronic Arts Ireland Limited,1
2013,Electronic Options Technology Ltd,1
2013,Eli Lilly S.A. - Irish Branch,12
2013,Eliza Care Ltd,4
2013,Ellen Sheahan,1
2013,Emc Information Systems International,9
2013,Emergan Ltd T/A Spar Nangor Road,1
2013,Emerson Process Management Ltd,2
2013,Emily Mehigan,1
2013,Endrail Limited,3
2013,Enoteca Italiana Ltd,1
2013,Entercoms Global Operations Ltd,3
2013,Enterprise Registry Solutions Ltd,1
2013,Enterprise System Partners Ltd,1
2013,Environmental Systems Research Institute Ireland Limited,1
2013,Envy Cosmetics Ltd,1
2013,Eochiall Enterprises Limited,2
2013,Epicom Ireland Ltd,1
2013,Ernst & Young,79
2013,Errigal Energy Ltd,1
2013,Escher Europe Ltd.,1
2013,Escher Group Limited,1
2013,Esker Lodge Limited,1
2013,Etihad Airways Pjsc,1
2013,Etmar Ltd,1
2013,Eurasia Ventures Ltd,1
2013,Euroflex Teoranta,1
2013,Euromedic Diagnostics Irl Ltd,2
2013,Europasofa Limited,1
2013,European Refreshments,1
2013,Evad It Solutions Limited,1
2013,Eversholt Investment Ltd,1
2013,Expeditors Ireland Ltd,1
2013,Expell Solution Limited,3
2013,Export Edge Services Ltd,1
2013,F. Lafferty & Co.,1
2013,Facebook Ireland Limited,37
2013,Fallon & Byrne Ltd,1
2013,Falls Hotel,1
2013,Fancy Articles & Toys Ltd T/A Dingle Shirt Company,1
2013,Fannin Ltd,2
2013,Favara Ltd,1
2013,Fineos Corporation,1
2013,Fireeye Ireland Limited,1
2013,First Data Global Services Ltd,1
2013,Firstcare Ireland (Earlsbrook) Ltd,2
2013,Firstcare Ireland Blainroe Limited,4
2013,Firstsource B.P.O. Solutions Ireland Limited,1
2013,Fisc Ireland Limited,4
2013,Fj Restaurants Limited,1
2013,Flannery'S Nursing Home Ltd,4
2013,Fleet Matics Ireland Ltd,6
2013,Fluor Ireland Limited,1
2013,Fontis Catering Limited,1
2013,Foo Kam Kong,1
2013,Foras Na Gaeilge,1
2013,Fortress Credit Ventures (Europe) Limited,1
2013,Fournier Laboratories Ireland Limited,1
2013,Foxlight Media Limited,1
2013,Fpt Taverns Ltd.,1
2013,Friends First Life Assurance Company,1
2013,Frith Service Contracts Ltd,1
2013,Fst Technical Services Inc,1
2013,Fu Shing Galway Limited,1
2013,Fujitsu (Ireland) Limited,1
2013,Fundtech Limited,1
2013,Fusco Foods Ltd,2
2013,Fusioneer Ltd,1
2013,Gala Networks Europe Limited,1
2013,Gallagher'S Service Station,1
2013,Galteemore Ltd.,2
2013,Galway Arts Festival Ltd,1
2013,Galway City Partnership Limited,1
2013,Galway Clinic Ltd,1
2013,Galway Corinthians Rugby Football Club,1
2013,Game On Media Limited,1
2013,Gamestop Europe Services Ltd.,1
2013,Garrad Hassan Irl Limited,1
2013,Ge Capital Aviation Services Ltd.,6
2013,Ge Capital European Funding,2
2013,Ge Sensing Emea,1
2013,Gemini Technology Limited,1
2013,General Electric International Inc.,3
2013,Generali International,1
2013,Germahon Ltd,2
2013,Gerson Lehrman Group (Ireland) Limited,4
2013,Gilbane Ireland Ltd.,2
2013,Gilt Global Trading & Procurement Company Limited,2
2013,Glanbia Foods Society Limited,1
2013,Glanbia Management Services Limited,1
2013,Glanbia Nutritionals (Ireland) Limited,2
2013,Glass Lewis Europe Ltd,2
2013,Glaxosmithkline Dungarvan Ltd,1
2013,Gleeson Wines And Spirits Ltd,1
2013,Glenaulin Nursing Home Limited,1
2013,Glenbeigh Records Management Ltd,1
2013,Glencore Zinc Ireland Limited,1
2013,Gleneagle Hotel,5
2013,Glenkerrin Properties Ltd (In Receivership),1
2013,Global Diagnostics (Ireland) Ltd,1
2013,Global Shares Ireland Ltd,2
2013,Globe Technical Services Limited,14
2013,Globe Technical Services Ltd,2
2013,Gm Childcare Services Ltd T/A The Childrens Village,1
2013,Golden Dale,2
2013,Golden Elephant Restaurant & Takeaway Limited,2
2013,Golder Associates Ireland Ltd,1
2013,Goodman Medical Ireland Ltd,1
2013,Google Ireland Limited,157
2013,Gopivotal International Ltd,2
2013,Grant Thornton,5
2013,Gray'S Concepts Ltd,3
2013,Green Pasture Meats Ltd,10
2013,Green Pastures (Donegal),1
2013,Green Pastures (Donegal) Limited,1
2013,Greenpark Nursing Home Ltd,1
2013,Greysal Restaurants Ltd T/A Lemongrass Citywest,5
2013,Groupon International Limited,4
2013,Grow Your Business Ltd,1
2013,Guang Tai Hu,1
2013,Guardian Healthcare Limited,1
2013,Guidewire Software (Ireland) Limited,8
2013,Gulfstream Business Consulting Ltd,1
2013,H & K Manufacturing Ltd,2
2013,H & Mv Engineering Ltd,2
2013,H & V Catering Limited,1
2013,H C Developments Ltd,2
2013,Hamilton Park Care Centre Limited,14
2013,Hannover Re (Ireland) Public Limited Company,1
2013,Hansen Corporation Europe Ltd,1
2013,Harmonic Fund Services Ireland Limited,1
2013,Harvey'S Point Country Hotel,1
2013,Haven Bay Care Centre Ltd,1
2013,Hawthorn Logistics Solutions Ltd,1
2013,Hayden Health Care Ltd.,1
2013,Hays Specialist Recruitment Limited T/A Hays Accountancy & Finance,1
2013,Hazelbrook Catering Ifsc,1
2013,Hcl Technologies Ltd,57
2013,Headcount Solutions Limited,2
2013,Health Services Executive,94
2013,Hedgeserv Limited,4
2013,Hedigan'S Ltd T/A The Brian Boru,1
2013,Helix Health Software Ltd.,1
2013,Henkel Ireland Limited,1
2013,Herbst Manufacturing Ltd,1
2013,Hermitage Medical Clinic,2
2013,Hertz Europe Service Centre Limited,1
2013,Hewlett Packard (Manufacturing) Limited,1
2013,Hibernia Services Ltd,2
2013,Hitachi High Technologies Ireland Ltd,4
2013,Hitiandi Limited,1
2013,Hmh Ip Company Ltd,1
2013,Hnj Ltd,1
2013,Hoi Ping Mok,1
2013,Hollister Ulc,1
2013,Homecare Medical Supplies Ltd,1
2013,Hope Autism Care Centre Ltd,1
2013,Hopkins C.M. Accounting Ltd.,1
2013,House Of Lotus Ltd.,1
2013,Hsbc Bank Plc,1
2013,Hsbc Securities Services Ireland Limited,3
2013,Hsd Education Ltd,1
2013,Hua Qiang Xie,1
2013,Huawei Technologies (Ireland) Co Ltd,4
2013,Hubspot Ireland Ltd,3
2013,Huntsman Western (Bottlers)Ltd. (The Huntsman Inn),1
2013,Hy-Tech Drilling Ireland Ltd,7
2013,Hyundai Rotem Company,2
2013,I O Systems Ltd,1
2013,"I.T. Alliance Ltd,",5
2013,Iago Allvarez Ferrant,1
2013,Ibc Limited,1
2013,Ibm Global Services Bv,32
2013,Ibm International Holdings,1
2013,Ibm Ireland Limited,84
2013,Ibm Ireland Product Distribution Limited,23
2013,Icat Limited,3
2013,Icon Clinical Research Ltd,3
2013,Idt Card Services Ireland Ltd,1
2013,Ie Domain Registry Ltd,1
2013,Ilenko Innovations,1
2013,Img Investments Ltd,1
2013,Impartx Ltd,2
2013,Impedans Limited,1
2013,Indaver Ireland Limited,1
2013,Indeed Ireland Operations Limited,1
2013,Independent Express Cargo Ltd,1
2013,Indie Spice Restaurants Ltd,2
2013,Inflight Audio Ltd,1
2013,Infocare Healthcare Systems (Ireland) Ltd.,1
2013,Infocare Healthcare Systems(Ireland) Ltd.,1
2013,Infosys Technologies Limited (Ireland),29
2013,Ingersoll-Rand International,2
2013,Inis Ban Limited,3
2013,Inish Technology Ventures Limited,2
2013,Innalabs Limited,1
2013,Innstant Travel Ltd,1
2013,Inspection Services Ltd,1
2013,Inspired Software & Service Ltd,1
2013,Integral Computers Limited,1
2013,Integrity Communications Limited,1
2013,Intel Ireland Limited,69
2013,Intel Shannon Limited,1
2013,Interactive Services Limited,2
2013,Intercom Inc.,2
2013,International Contractors Club Europe Limited,1
2013,International Organisation For Migration,1
2013,International Rugby Football Board,1
2013,Invention Investment Ireland,2
2013,Invesco Global Asset Management Ltd,7
2013,Ip Navigation Group,3
2013,Ipl Marketing Ltd T/A Londis,3
2013,Ipoh Catering Limited,1
2013,Ireland United States Commission For Educational Exchange,8
2013,Irelands Education Recruitment Co. Ltd,1
2013,Irish Arabian Tours Ltd,1
2013,Irish Blood Transfusion Service,2
2013,Irish Broadband Internet Services Ltd,1
2013,Irish Cattle Breeding Society Ltd,2
2013,Irish Cement Ltd,1
2013,Irish Country Meats (Sheepmeat),1
2013,Irish Dairy Board Co-Operative Ltd,2
2013,Irish Domains Ltd,1
2013,Irish Environmental Organisation For Youth Unesco Clubs Limited,1
2013,Irish Express Cargo Limited,1
2013,Irish Ferries Services Limited,1
2013,Irish Hockey Ltd,1
2013,Irish Refugee Council,1
2013,Irish Rugby Football Union,17
2013,Irish Rugby Football Union - Leinster Branch,1
2013,Isboye Associates Ltd,1
2013,Iskus Health Ltd,1
2013,Ismaeel Ventures,1
2013,Iss Ireland Limited,7
2013,Itg Technologies Limited,2
2013,Iv International Licensing,1
2013,J C Bloodstock Ltd,1
2013,J.Duggan & Sons Limited,1
2013,J.P. Morgan Bank (Ireland) Plc,1
2013,J.P. Morgan Hedge Fund Services (Ireland) Ltd,1
2013,J.R. Contract Boning (Ireland) Ltd,1
2013,Jabez Ltd T/A Stacks Pharmacy,1
2013,Jacobs Engineering Ireland Limited,14
2013,Jaipur Ltd,4
2013,Japan Foundation,1
2013,Jasmine Palace Restaurant Limited,1
2013,Jaye Taylor Limited,1
2013,Jazz Pharmaceuticals Ireland Limited,2
2013,Jc Chinese Buffet Limited,2
2013,Jc Savage Supermarket Ltd T/A Jc'S Supermarket,1
2013,Jean Cruise & Paul Stirrat,1
2013,Jesuit Missions,1
2013,Jianfu Limited,1
2013,Joan Long,1
2013,John & William Browne,3
2013,John Alexander,1
2013,John Courtney And Stephen Courtney T/A Circus Vegas,1
2013,John Creegan,1
2013,John Heffernan,2
2013,John Kelly Meats Limited,1
2013,John Mcnulty,1
2013,John O'Sullivan & Mary Callanan,1
2013,Johnson & Johnson Vision Care,1
2013,Joriding Ltd,1
2013,Joseph Kenny & Sebastian Devlin,1
2013,Joseph Walsh Furniture Company Ltd T/A Joseph Walsh Bespoke,1
2013,Jp Hair & Beauty,1
2013,Jti Ireland Limited,1
2013,Jumbo Chinese Restaurant (Thurles),1
2013,Just-Eat Ireland Ltd,1
2013,Jy Aviation Leasing Ireland Ltd,1
2013,Kah Sam Liew,1
2013,Kama Games Ltd,4
2013,Kaptec Contact Centre Services Ltd,1
2013,Kashif Butt,1
2013,Kbc Bank Ireland Plc,3
2013,Kci Medical Limited,1
2013,Kdb Ireland Limited,1
2013,Keelings Solutions Limited,1
2013,Keelvar Systems Limited,1
2013,Keenan Property Management Limited,1
2013,Keeper Technology Solutions Ltd,1
2013,Kelfast Limited,2
2013,Kellogg Europe Trading Limited,3
2013,Kenneally'S Bus Services Ltd,1
2013,Kennedy Security & Consultancy Ltd,2
2013,Kepak Cork,4
2013,Kepak Group Ltd,1
2013,Kerry Group International Services Limited,1
2013,Kerry Group Services International Limited,11
2013,Kerry Group Services Ltd,12
2013,Kevin Brogan,1
2013,Keywords International Ltd,1
2013,Khalid Mehmood,2
2013,Kilbrew Recuperation & Nursing Care Ltd,2
2013,Kilcullen Asian World Food Ltd,1
2013,Kilcullen Family Practice,1
2013,Kildorough Mushrooms,1
2013,Kilkenny Design Centre,1
2013,Kilkenny Design Centre Limited,1
2013,Kilkenny Spring Water Ltd,1
2013,Killucan Nursing Care Centre Ltd.,2
2013,Kilrush District Hospital Ltd.,2
2013,Kingdom Restaurants Ltd,1
2013,Kinsealy Property Ltd,1
2013,Kla-Tencor Ireland Limited,1
2013,Knowth Stables,1
2013,Kobo Software Ireland Ltd,2
2013,Kohinoor-Limited,2
2013,Kosmos Health Limited,1
2013,Koverto Envelopes (Irl) Ltd.,1
2013,Kpmg,11
2013,Ksk Enterprises Ltd.,1
2013,Kunal Kohli,1
2013,Lab49 Consulting Limited,1
2013,Ladoce Limited,1
2013,Lady Edgeworth Nursing Home Ltd,1
2013,Lake View Cafe,2
2013,Lakeview Retirement Home Ltd,1
2013,Lawlor Chiropractic & Sports Injuries Limited,1
2013,Lawson House Nursing Home Ltd,2
2013,Leagrey Ltd,3
2013,Leighlinbridge Enterprises Ltd,2
2013,Leng Mooi Tan,2
2013,Liam Holland,2
