Year,Company,Total
2012,"Arthur Cox,Solicitors",1
2012,"Arun Kumar, Rajanpeet Singh Chandi",1
2012,Arvato Finance Services Ltd,1
2012,Arzac Developments Ltd,1
2012,Asco Power Technologies,1
2012,Ashbrook Facility Management Ireland Limited,5
2012,Ashford House Nursing Home Ltd,1
2012,Asian Bar Investment Ltd,1
2012,Asian Food & Beverage Investment Ltd,2
2012,Aspect Software Irl Ltd,3
2012,Aspen Pharma Trading Limited,3
2012,Assistive Technology Group Limited,1
2012,Assurant Services Limited,1
2012,Astellas Ireland Ltd,2
2012,Atlanta House Nursing Home,2
2012,Atlantic Industries,2
2012,Atsr Limited,1
2012,Avaeon Solutions,1
2012,Avaya International Sales Ltd,1
2012,Avego Ltd,3
2012,Avery Dennison,14
2012,Awas (Ireland) Ltd,2
2012,Axa Mps Financial Limited,1
2012,Ayurveda Consultancy Ltd,1
2012,Ayurveda Natural Health Clinic,2
2012,B-Tech Computer Centre Ltd,1
2012,B.M.C. (Nursing Home) Limited,1
2012,Ba Finglas Ltd T/A Supervalu Clane,1
2012,Babadona Ltd T/A Mceniff Skylon Hotel,1
2012,Bailey Seafoods Ltd T/A Aqua Restaurant,3
2012,Bainistiocht Àras Ghaoth Dobhair Teoranta,1
2012,Ballincurrig Care Centre Ltd,4
2012,Ballingara Bloodstock Ltd.,1
2012,Ballon Meats Ltd.,3
2012,Ballydoyle Racing (Golden Dale) Limited.,1
2012,Ballymany Take Away Ltd,1
2012,Ballywilliam Mushroom Ltd.,4
2012,Baltimore Taverns Limited,1
2012,Bank Of Ireland,1
2012,Barclays Bank Plc.,1
2012,Bardolet Limited,1
2012,Barnardos,1
2012,Baxter Healthcare S.A.,4
2012,Bayanihan Investments Ltd T/A Makati Avenue Filipino Restaurant,1
2012,Bbam Aviation Service Ltd,1
2012,Bdf Commercials Ltd,1
2012,Beanbag Ltd,1
2012,Beats Electronic International Limited,1
2012,Beaumont Hospital,21
2012,Beaumont Residential Care Ltd.,2
2012,Beauty Plus Brow Bar (Ireland) Limited,1
2012,Beckman Coulter Irl Ltd,1
2012,Beech Lodge Care Facility Ltd,1
2012,Beech Tree Healthcare Limited,5
2012,Beech Wood House Nursing Home,2
2012,Beech Wood House Nursing Home Limited,2
2012,Beechfield Nursing Homes Limited,2
2012,Beechtree Healthcare Limited,1
2012,Belmont Care Ltd,1
2012,Ben Lewis & Keith Talbot,1
2012,Beneavin House Limited,3
2012,Beneavin Lodge Ltd,2
2012,Beneavin Lodge Ltd Nursing & Retirement Homes,1
2012,Bentley Systems International Limited,2
2012,Bercon Ltd,1
2012,Bernadette Shanahan,1
2012,Biancamed,1
2012,Big Fish Games Ireland Ltd,4
2012,Bioatlantis Ltd,1
2012,Bioniche Teoranta,1
2012,Bioware Ireland Limited,1
2012,Bishopscourt Residential Care Ltd.,3
2012,Blackrock Investment Management (Dublin) Limited,1
2012,Blackrocks Nursing Home,1
2012,Blairs Hills Nursing Home,2
2012,Blarney Nursing And Retirement Home Ltd,2
2012,Blitzen Bagels Ltd,1
2012,Bloomfield Care Centre Ltd,4
2012,Blue Cube Interactive Ltd,1
2012,Blue Demons Basketball Club,2
2012,Blue Insurances Ltd,1
2012,Blue Myosotis Limited,1
2012,Bluestone Asset Management (Irleand) Ltd,2
2012,Bnp Paribas Dublin Branch,1
2012,Bny Mellon Fund Services (Ireland) Ltd,1
2012,Board Of Management Ns,1
2012,Boart Longyear,1
2012,Boehringer Ingelheim Ireland Ltd,1
2012,Boeing Ireland Limited,2
2012,Bombay Creative Indian,1
2012,Bombay Palace Restaurant (Cork),1
2012,"Bon Secours Hospital, Cork",2
2012,"Bon Secours Hospital, Dublin",1
2012,"Bon Secours Hospital, Kerry",3
2012,Boran Plastic Packaging Ltd,1
2012,Boston Scientific ( Cork ) Ltd.,2
2012,Boston Scientific Ireland,3
2012,Boxever Limited,1
2012,Boxpay Limited,1
2012,Boylan'S Pharmacy Ltd,1
2012,Boyne Grove Fruit Farm Ltd.,1
2012,Boyne Valley Meats Ltd,1
2012,Boyne Valley Supermarket Ltd T/A Smiths Supervalu Navan,1
2012,Brandtone Limited,2
2012,Brd Nursing Home Ltd,3
2012,Brecon (Care) Limited,1
2012,Brehon Care Limited,3
2012,Bright Fans Ltd,1
2012,Bright Horizons Family Solutions Ireland Ltd,1
2012,Brightglen Commercial Ltd,1
2012,Brissac Limited,1
2012,Britesavers Limited T/A Bon Expresso,1
2012,Britvic Ireland Limited,1
2012,Broadford Cleaning And Maintenance Services Ltd,3
2012,Brook Business Solutions Limited,1
2012,Brookfield Care Services Ltd T/A Brookfield Care Centre,2
2012,Brooklodge Catering Ltd,1
2012,Brooklodge Nursing Home,1
2012,Brophy & Co Chartered Accountants,1
2012,Brothers Of Charity (Cork),2
2012,Brothers Of Charity Services Clare T/A Clare Supported Employment,1
2012,Brown Bag Films Ltd,7
2012,Brown Brothers Harriman Fund Administration Services Ltd,2
2012,"Brownes Hotel And Restaurant Co. Ltd.,",2
2012,Buccaneers Rugby Football Club,1
2012,Bunratty Shopping Village Ltd,1
2012,Bushy Park Nursing Home Ltd.,1
2012,Business Objects Software Ltd,3
2012,Butterfield Fulcrum Group (Ireland) Ltd.,6
2012,Byrdan Ltd,1
2012,C & F Automotive,1
2012,C I Consultancy Ltd,2
2012,Cabrich Ltd. (Diep Le Shaker),2
2012,Caci Non-Life Limited,1
2012,Cadmus Software Ltd,2
2012,Cairborne Trading Ltd,1
2012,Cairde,1
2012,Calmos Investments Ltd,1
2012,Camara Education Limited,1
2012,Cameron Systems Ireland Ltd.,1
2012,Camillus Healthcare Limited,1
2012,Campbell Catering Limited Head Office,2
2012,Campus It Ltd,1
2012,Camstar Systems Inc.,1
2012,Canada Life Group Services Ltd,1
2012,Candela Healthcare Ltd,2
2012,Capita Business Services,1
2012,Capita Life And Pensions Services (Ireland) Limited,1
2012,Cappoquin Poultry Ltd,1
2012,Care At Home Services Ltd,1
2012,Carechoice (Macroom) Ltd,2
2012,Carechoice Ballynoe Ltd,1
2012,Carechoice Clonakilty Ltd,2
2012,Carechoice Montenotte Limited,3
2012,Careworks Ltd,2
2012,Carina Faulkner,1
2012,Carl De Chenu,1
2012,Carlisle Cleaning Services Ltd,3
2012,Carra Celtic Ltd,2
2012,Carrig Infrastructure Solutions Limited,1
2012,Carrig Road Service Station Ltd,1
2012,Carrigaline Hotels Ltd,1
2012,Carton Bros Ltd,1
2012,Cartoon Saloon Ltd,1
2012,Cashel House Hotel,2
2012,Cassidy & Scully Ltd,2
2012,Castle Dargan Leisure Limited,1
2012,Castlecourt Hotel,1
2012,Castleknock Golf Club,1
2012,Castlepeter Ltd,1
2012,Catering 4 U Ltd,1
2012,Cavan Developments Bloodstock Company,2
2012,Cawley Nea Ltd,1
2012,Celtrak Limited,1
2012,Central Bank And Financial Services Authority Of Ireland,2
2012,Central Remedial Clinic,1
2012,Cerise Feather Ltd,1
2012,Ch2M Hill Idc Ltd,1
2012,Ch2M Hill International Ltd,8
2012,Chan Enterprises Ltd T/A Chans Restaurant,1
2012,Charles O'Brien,1
2012,Chartis Europe Limited,1
2012,Chase Paymentech Europe Ltd,1
2012,Chemistry Strategic Communications T/A Chemistry,1
2012,Children'S University Hospital,1
2012,Chilli Banana Restaurant,1
2012,Chirl Import Distribution Ltd.,1
2012,Chockablock Limited,1
2012,Christian Brothers Swords T/A Emmaus Retreat Centre,1
2012,Chronolab Limited,1
2012,Ciaran O'Sullivan T/A C. O'Sullivan & Co.,1
2012,Cineplex Paradiso Ltd,1
2012,Cisco Systems Internetworking (Ireland) Limited,2
2012,Cit Aerospace International Ltd,2
2012,Cit Group Finance (Ireland),1
2012,Citco Fund Services Ireland Limited,1
2012,Citco Global Securities Services Ltd,3
2012,Citco Technology Management Ireland Ltd,1
2012,Citi Hedge Fund Services (Irl) Ltd,1
2012,Citibank Europe Plc,9
2012,Citibank International Plc,1
2012,Citibank International Plc T/A Citibank International Plc - Ireland Branch,1
2012,Citibank N.A.,2
2012,Citrix Systems International Gmbh,1
2012,City Of Dublin Vec,2
2012,"Civil, Public Service & Eircom Sports Club Ltd T/A Sportslink",1
2012,Claddagh Resources Limited,1
2012,Clane Inn Ltd T/A Maudlins House Hotel,1
2012,Clare Music Education Centre Ltd.,2
2012,Clarebrook Ltd,2
2012,Clarion Hotel Dublin Liffey Valley,1
2012,Claude Borza,1
2012,Clearstream Technologies Limited,1
2012,Client Solutions Limited,1
2012,Clontarf Castle Hotel,1
2012,Cloverland Healthcare Ltd,2
2012,Cloverland Healthcare Ltd T/A Shinrone Nursing Home,1
2012,Clr Home Help Committee,1
2012,Co Wickow V E C,1
2012,Co. Limerick Vec,1
2012,Coachbury Taverns Ltd,1
2012,Coachman'S Inn,1
2012,Coalbrook Ltd T/A Connemara Coast Hotel,1
2012,Coca-Cola Hbc Ireland Limited,3
2012,Coffee Station,1
2012,Coffee Station Ltd,1
2012,Cognizant Technology Solutions Ireland Ltd,28
2012,Colgate Palmolive Support Services,2
2012,Colin Grant,1
2012,Comerford Brothers Limited,12
2012,Commissioning Agents Ireland Ltd.,1
2012,Complete Network Technology,1
2012,Comss Limited,1
2012,Concast Building Ltd,2
2012,Concern Worldwide,1
2012,Conference Partners Ltd,1
2012,Connaught Electronics Limited,19
2012,Connaughton Rd Construction Ltd(In Receivership),1
2012,Conted Limited T/A Thorntons Restaurant,1
2012,Continuum Technologies Ltd,1
2012,Cook Ireland Limited,3
2012,Cookhouse Bar And Restaurant Ltd,1
2012,Cooksgrove Ltd.,2
2012,Cooperative Poultry Products,2
2012,Cora Systems Limited,2
2012,Corbally House Nursing Home,1
2012,Core Ibs Ltd,1
2012,Corinthian Hockey Club,2
2012,Cork County Cricket Club,1
2012,Cornate Limited,1
2012,Cottage Nursing Home Ltd,1
2012,County Dublin Vocational Education Committee - Castleknock Community College,1
2012,Cowper Care Centre Ltd,3
2012,Craddock House Nursing Home,1
2012,Crane Worldwide Logistics Ireland Limited,1
2012,Crawley Limited T/A Captain Americas,4
2012,Crest Stores Ltd,1
2012,Crevinn Teoranta,1
2012,Crh Group Services Limited,4
2012,Critical Path B.V.,1
2012,Cronin & Company,1
2012,Cryans Hotel Limited,1
2012,"Cuddy, O'Leary & Barrett",1
2012,Cuil Didin Ltd,1
2012,Cup Print Ltd,2
2012,Curam Software Ltd,1
2012,Custom House Administration & Corporation Services Limited,1
2012,Cv Homecare Solutions Ltd,1
2012,Cypress Semiconductor Ireland,2
2012,D'Amico Dry Ltd,1
2012,D'Amico Tankers Ltd,1
2012,D.T. Hughes Racing Ltd,1
2012,Dabl Ltd,1
2012,Daffodil Consulting Ltd,3
2012,Daifuku America Corp,1
2012,Dainippon Screen Ireland Limited,1
2012,Dairygold Co-Operative Society Limited,1
2012,Dairymaster,1
2012,Daiwa Securities Trust + Banking (Europe) Plc,1
2012,Dale Meats Ltd.,1
2012,Dalkia Ltd,2
2012,Danhillo Limited,1
2012,Danone Ireland Ltd,1
2012,Datalex Ltd,3
2012,Datapac Business Solutions Ltd,1
2012,Daughter'S Of Charity Vin De Paul,1
2012,Daughters Of Charity Of St. Vincent De Paul,1
2012,"David Hyland, Ken Walsh, Flor Mccarthy & Associates",1
2012,David Redmond,1
2012,David Wachman And Company Ltd.,1
2012,Dawn Farm Distribution Ltd,1
2012,Dawn Farm Foods Ltd,1
2012,Dawn Farm Foods Ltd.,1
2012,Dawn Fresh Foods Ltd,1
2012,Dawn Meats (Exports) Ltd.,3
2012,Dawn Meats Ireland,27
2012,Dawnlough Ltd,1
2012,Db Service Centre Limited,1
2012,Debmarv Services Limited,1
2012,Declan Keane,1
2012,Deirdre Dempster,1
2012,Delap & Waller Mechanical & Electrical Consulting Engineers Ltd,1
2012,Delcath Systems Ltd,1
2012,Deli - Licious Xtra,1
2012,Deliciously Different Cake Company Ltd,1
2012,Dell Direct,10
2012,Dell Products Ltd,1
2012,Dell Technology & Solutions Limited,46
2012,Deloitte & Touche,7
2012,Deloitte Mcs Ltd,2
2012,Demonware Ltd,2
2012,Dermot & Patricia Murphy,1
2012,Dermot K. Weld,3
2012,Deroyal Global Healthcare Solutions,1
2012,Derrycourt Company Limited,1
2012,Derrycourt Company Limited T/A A&M Cleaning Services,1
2012,Detica Solutions Limited,2
2012,Devaney & Durkin,1
2012,Dhl Express Ireland Ltd,1
2012,Diana Mandaji T/A Perfect Clean,1
2012,Diep At Home Limited,1
2012,Digiweb Ltd,1
2012,Dilbert Limited T/A Upton House Nursing Home,1
2012,Direct Medical Ltd,1
2012,Dita Eyewear Europe Limited,1
2012,Diya Consulting Services,1
2012,Djt Sales & Distribution Limited,1
2012,Dms Offshore Investment Services Europe Ltd,1
2012,Domestic And General Property Support Services Ltd,18
2012,Donal And Lavinia Walsh,1
2012,Donal Ryan,1
2012,Donlow Construction Limited,1
2012,Dornhoefer Services Limited,1
2012,Doubleodesign Ltd,1
2012,Douglas & Kaldi,2
2012,Douglas & Kaldi @ Rathborne Ltd,1
2012,Doyle Hotel Group Limited,1
2012,Dr Suzanna Norris,1
2012,Dr. Hussain Bhatti & Dr. Al Hatti,1
2012,Dr. Patrick Walsh,1
2012,Drakelands Nursing Home Ltd,1
2012,Drescator Ltd,2
2012,Droimnin Nursing Home Ltd,2
2012,Dsg Retail Ireland Ltd,2
2012,Dublin Airport Authority Limited,2
2012,Dublin College Of Business Studies Ltd.,1
2012,Duffys Circus Ltd,3
2012,Dun Laoghaire Golf Club,1
2012,Dunbia Kilbeggan,6
2012,Dundalk F.C Ltd,1
2012,Dundalk Grammar School Ltd,1
2012,Dundas Limited,1
2012,Dunleavy Meats Ltd.,2
2012,Dunnes Stores Limited (Dublin),1
2012,Dunnhumby Ireland Limited,1
2012,Duolog Technologies Limited,1
2012,E Manage It Limited,1
2012,E-Frontiers Limited,1
2012,Eamon Keane & Gerard O'Keane T/A Eamon Keane & O'Donnell Keane,1
2012,Ebay Europe Services Ltd,4
2012,Eclipse Care Limited,2
2012,Eco Douglas Limited,1
2012,Eco Marine Ltd,1
2012,Economy Fuels Mount Brown Limited,1
2012,Economy Fuels Mountbrown Ltd,2
2012,Educe Limited T/A Spade Software,1
2012,Edward Lynam,1
2012,Egg Post Production Ltd,1
2012,Egutta Limited,1
2012,Eileen Beston,1
2012,Eirtech Aviation Dublin Ltd,1
2012,Eirtrade Aviation Ireland Limited,1
2012,Elanco Animal Health Ireland Limited,1
2012,Elder Home Care Ltd,2
2012,Electricity Supply Board,1
2012,Electronic Options Technology Ltd,1
2012,Element Six Ltd,2
2012,Eli Lilly S.A. - Irish Branch,11
2012,Eli Lilly Sa,1
2012,Elita Meats Ltd,1
2012,Elitex Ltd,1
2012,Elizabeth Langford,1
2012,Elizabeth Lawlor,1
2012,Ellen Sheahan,1
2012,Elm Fireplaces Ltd,1
2012,Elsden Associates Ltd T/A Caiseal Gael Nursing Home,2
2012,Emc Information Systems International,3
2012,Emerald Restaurants Ltd T/A Lotus House,2
2012,Emutex Ltd,1
2012,Endemon Trading Limited,1
2012,Energoinvest Reach Active Ltd,2
2012,Entertainment Enterprises Ltd T/A T.G.I. Fridays,1
2012,Eochiall Enterprises Limited,1
2012,Eric Kelly,1
2012,Ernst & Young,34
2012,Errigal Energy Ltd,1
2012,Escher Europe Ltd.,1
2012,Esker Lodge Limited,3
2012,"Eskowe Investments Ltd. (T/A Super Value, Balally)",1
2012,Espion Ltd,1
2012,Eternal House Limited,1
2012,Etmar Ltd,1
2012,Eugene Ryan,1
2012,Euro Golf Services Ltd,1
2012,Euromedic Diagnostics Irl Ltd,1
2012,European Institute Of Women'S Health Limited,1
2012,European Refreshments,1
2012,Evad It Solutions Limited,1
2012,Everest Products Ltd.,1
2012,"Evergreen Shipping Agency (Ireland) Ltd,",1
2012,Evolution Ecommerce Solutions Limited,1
2012,Excel Gymnastics Club,1
2012,Excelsys Technologies Ltd.,1
2012,Executive Lets Eat In,2
2012,Exxonmobil Exploration And Production Ireland (Offshore) Ltd,2
2012,Ezetop Limited,2
2012,F. Lafferty & Co.,1
2012,Facebook Ireland Limited,91
2012,Fannin Healthcare,1
2012,Fannin Ltd,1
2012,Farrelly Heavy Haulage Logistics Limited,1
2012,Fashionflo Limited,1
2012,Fazal-Ur-Rahman Memon,2
2012,Fazyard Limited,1
2012,Featherweight Ltd T/A Curves,1
2012,Feng Chen,1
2012,Feng Chen T/A Happy House Chinese Taleaway,1
2012,Ferfics,1
2012,Fermoy Woodland Nurseries Limited,1
2012,Fidelity Investments - Fisc Ireland,1
2012,Field Marketing Ireland Consultancy Group Limited T/A F.M.I,1
2012,Filling Machines & Equipment Ltd,1
2012,Financial Insurance Group Services Limited,2
2012,Fineos Corporation,2
2012,Finure Ltd,1
2012,Firstcare Ireland Blainroe Limited,8
2012,Firstcare Ireland Kilcock Limited,1
2012,Firstcare Ireland Northbrook Ltd,1
2012,Firstsource B.P.O. Solutions Ireland Limited,2
2012,Fisc Ireland Limited,1
2012,Fisher Property Management,1
2012,Fit For Life Ltd,1
2012,Fitzers Catering,1
2012,Fitzers Dawson Street Ltd T/A Fitzers Restaurant,1
2012,Fitzpatrick'S Garage Ltd.,1
2012,Flannery'S Nursing Home Ltd,3
2012,Fleet Matics Ireland Ltd,4
2012,Fleetwood Paints Ltd,1
2012,Fleming Electrical Engineering Limited,1
2012,Flightman Ltd,1
2012,Floratec Trading Ltd,1
2012,Florentin Borcea,1
2012,Flowers Made Easy,1
2012,Fluor Enterprises Inc.,5
2012,Fluor Ireland Limited,1
2012,Fly Aircraft Leasing Management Co. Limited,1
2012,Fold Housing Association Ireland Ltd T/A Fold Ireland,1
2012,Fontis Catering Limited,1
2012,Fonua Ltd.,1
2012,Fordmur Capital Limited,1
2012,Fort Anne Limited,3
2012,Fossett Brothers Circus Ltd,2
2012,Four Seasons Fruit & Veg. Ltd.,1
2012,Foxberry Limited,1
2012,Framework Computer Consultants Ltd,1
2012,Franco Fontana,4
2012,Frank & Michael Quinn,2
2012,Freund Pharmatec Limited,3
2012,Frith Service Contracts Ltd,2
2012,Fu Shing Galway Limited,1
2012,Fui Yuen Wong,1
2012,Fujitsu (Ireland) Limited,1
2012,Fundtech Limited,3
2012,Future Pigs Ltd(Kildare),1
2012,Fylan-Collection Ltd,1
2012,Fylan-Collection Ltd T/A Dunboyne Castle Hotel & Spa,1
2012,G4S Secure Solutions (Ire) Limited,1
2012,G4S Security Services (Ireland) Ltd,3
2012,Gala Networks Europe Limited,2
2012,Gallagher & Glanville Limited,1
2012,Gallinaro Takeaway Ltd,2
2012,Galvin 2 Let Ltd,1
2012,Galway City Partnership Limited,1
2012,Galway Corinthians Rugby Football Club,1
2012,Gao Ming,1
2012,Gartner Ireland Limited T/A Gartner Group Ireland,1
2012,Gary Byrne,1
2012,Gary Gavigan,6
2012,Gary Keville Traffic Mangement Ltd,2
2012,Gate Gourmet Ireland Ltd,1
2012,Gavin Accountants Ltd,2
2012,Ge Capital Aviation Services Ltd.,1
2012,Ge Capital Woodchester Bank Ltd.,1
2012,Ge Financial Markets,1
2012,Ge Sensing Emea,1
2012,General Motors Ireland Limited,1
2012,Geneva Energy Markets Europe Ltd.,1
2012,Geneva Ireland Financial Trading Limited,1
2012,Geoffrey Foster,1
2012,George Leahy T/A Shanakeel,1
2012,Germahon Ltd,1
2012,Gerry Ellis & Sons Ltd.,1
2012,Gerson Lehrman Group (Ireland) Limited,5
2012,Getty Images International Ltd,1
2012,Gilt Global Trading & Procurement Company Limited,2
2012,Glanbia Ingredients Ltd,1
2012,Glanbia Management Services Limited,1
2012,Glanmire Residential Care Ltd,1
2012,Glass Lewis Europe Ltd,1
2012,Glenaulin Nursing Home Limited,2
2012,Gleneagle Hotel,4
2012,Glenisk Ltd,1
2012,Glenkerrin Properties Ltd (In Receivership),1
2012,Glimbay Ltd.,1
2012,Glin Wong Ltd,1
2012,Global Diagnostics (Ireland) Ltd,1
2012,Global Telesales Limited,1
2012,Globe Technical Services Ltd,17
2012,Globeop Financial Services (Ireland) Ltd,1
2012,Gold Century Investments Limited T/A Royal Pacific,1
2012,Gold Shield Products Ltd,1
2012,Golden Horseshoe Limited,1
2012,Golden Search Limited,1
2012,Good Wok Chinese Restaurant & Takeaway,1
2012,Google Ireland Limited,147
2012,Gormleys Bar,1
2012,Gos Networks Limited,1
2012,Gospel Faith Mission International,1
2012,Grand Canal View Management Ltd,1
2012,Grant Thornton,3
2012,Green Pasture Meats Ltd,3
2012,Green Pastures (Donegal) Limited,2
2012,Greta Naylor,1
2012,Greystones Dental Care,1
2012,Greystones Nursing Home Limited,1
2012,Grosvenor Cleaning Services Ltd.,3
2012,Groupon International Limited,1
2012,Gsmexchange Com Ltd,1
2012,Gtlk Europe Limited,1
2012,Guardian Healthcare Limited,1
2012,Gwen Malone Stenography Services Ltd,1
2012,H10 Premium Vacations Limited,1
2012,Hai Yin T/A Lily House Chinese,1
2012,Haj Entertainment Ltd,1
2012,Hamilton Park Care Centre Limited,14
2012,Hanna Moore & Curley Ltd,1
2012,Hansen Corporation Europe Ltd,1
2012,Happy Garden Chinese Restaurant,1
2012,Harmonic Fund Services Ireland Limited,1
2012,Harvey Nash (Ireland) Ltd.,1
2012,Harvey Norman Trading (Ireland) Limited,1
2012,Haven Bay Care Centre Ltd,2
2012,Havenwood Retirement Village Ltd,1
2012,Hawthorn Logistics Solutions Ltd,1
2012,Hayden Health Care Ltd.,2
2012,Hayfield Manor Hotel,1
2012,Hazelwood Taverns Ltd,1
2012,Hbv Ireland Ltd,1
2012,Hcl Technologies Ltd,80
2012,Health Services Executive,121
2012,Hedgeserv Limited,1
2012,Helen Qin Fang T/A Ocean Palace,1
2012,Herbst Manufacturing Ltd,1
2012,Here To Care Limited T/A Magic Years,1
2012,Hermitage Medical Clinic,1
2012,Hertz Europe Service Centre Limited,2
2012,Hewlett Packard (Manufacturing) Limited,3
2012,Hewlett Packard Galway Ltd,4
2012,Hewlett-Packard Ireland Ltd,1
2012,Hickey'S Pharmacy Limited,1
2012,Hisun Technologies Ltd.,1
2012,Hj Lyons Architects Ltd.,1
2012,Hmh Ip Company Ltd,2
2012,Hms Host Ireland Ltd,1
2012,Hnt Limited T/A Jade Inn Asian Cuisine,1
2012,Holgrove Limited,1
2012,Hollister Ulc,1
2012,Home Fare Services ( Cafe Kylemore ),1
2012,Homecare Medical Supplies Ltd,3
2012,Hong Jun Wang,2
2012,Hopkins C.M. Accounting Ltd.,1
2012,Horseware Products Ltd.,1
2012,Hospitaller Order Of St. John Of God (Bluebell) T/A Menni Services,1
2012,Hostelworld.Com Ltd,2
2012,Hotel Gweedore,1
2012,Hsbc Securities Services Ireland Limited,12
2012,Huawei Technologies (Ireland) Co Ltd,4
2012,Hubspot Ireland Ltd,8
2012,Hugo Boss Ireland Ltd,1
2012,Hulex Ltd,1
2012,Hutchinson 3G Ireland Ltd,1
2012,Hyundai Rotem Company,2
2012,"Iaeste Ireland,",1
2012,Ibm Global Services Bv,28
2012,Ibm International Holdings,8
2012,Ibm Ireland Limited,64
2012,Ibm Ireland Product Distribution Limited,7
2012,Icbc International Leasing Company Ltd,2
2012,Icon Clinical Research Ltd,2
2012,Ilam It Ltd,1
2012,Imagine Health Ltd,1
2012,Img Investments Ltd,1
2012,Impartx Ltd,1
2012,Imperial Hotel (Cork ) Ltd.,1
2012,Incognito Interactive Limited,1
2012,Indeed Ireland Operations Limited,1
2012,Independent Fencing Ltd.,1
2012,Indiana Quality Catering Ltd,1
2012,Indie Irish Catering Limited,1
2012,Informatica Ireland Limited,1
2012,Infosys Technologies Limited (Ireland),71
2012,Ingersoll-Rand International,2
2012,Innalabs Limited,1
2012,Inspection Services Ltd,1
2012,Intec Billing Ireland,1
2012,Integra Lifesciences Ireland Ltd,1
2012,Integra Lifesciences Shared Services (Ireland) Limited,1
2012,Intel Ireland Limited,20
2012,Inter-Med-Clinic Medical Care Limited,1
2012,International Rugby Football Board,1
2012,Intesa Sanpaola Bank Ireland Plc,1
2012,Intrum Justitia Ireland,1
2012,Invesco Global Asset Management Ltd,12
2012,Ionet Ltd,1
2012,Iplanit Ltd.,1
2012,Ipoh Catering Limited,1
2012,Ireland United States Commission For Educational Exchange,9
